Addendum AA -- ASC Covered Surgical Procedures for CY 2021                                                                                                      (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2020 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2020 American Dental Association.  All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting, April 2021 Payment Indicator,April 2021 Payment Weight  ,April 2021 Payment Rate 
15275,,Skin sub graft face/nk/hf/g,Y,G2,17.7074,$866.81 
15276,,Skin sub graft f/n/hf/g addl,N,N1,,
15277,,Skn sub grft f/n/hf/g child,Y,G2,17.7074,$866.81 
15278,,Skn sub grft f/n/hf/g ch add,N,N1,,
15570,,Skin pedicle flap trunk,Y,A2,17.7074,$866.81 
15572,,Skin pedicle flap arms/legs,Y,A2,36.3586,"$1,779.83 "
15574,,Pedcle fh/ch/ch/m/n/ax/g/h/f,Y,A2,17.7074,$866.81 
15576,,Pedicle e/n/e/l/ntroral,Y,A2,17.7074,$866.81 
15600,,Delay flap trunk,Y,A2,36.3586,"$1,779.83 "
15610,,Delay flap arms/legs,Y,A2,17.7074,$866.81 
15620,,Delay flap f/c/c/n/ax/g/h/f,Y,A2,17.7074,$866.81 
15630,,Delay flap eye/nos/ear/lip,Y,A2,17.7074,$866.81 
15650,,Transfer skin pedicle flap,Y,A2,17.7074,$866.81 
15730,,Mdfc flap w/prsrv vasc pedcl,Y,G2,36.3586,"$1,779.83 "
15731,,Forehead flap w/vasc pedicle,Y,A2,36.3586,"$1,779.83 "
15733,,Musc myoq/fscq flp h&n pedcl,Y,A2,36.3586,"$1,779.83 "
15734,,Muscle-skin graft trunk,Y,A2,36.3586,"$1,779.83 "
15736,,Muscle-skin graft arm,Y,A2,17.7074,$866.81 
15738,,Muscle-skin graft leg,Y,A2,36.3586,"$1,779.83 "
15740,,Island pedicle flap graft,Y,A2,17.7074,$866.81 
15750,,Neurovascular pedicle flap,Y,A2,36.3586,"$1,779.83 "
15760,,Composite skin graft,Y,A2,17.7074,$866.81 
15769,,Grfg autol soft tiss dir exc,Y,G2,36.3586,"$1,779.83 "
15770,,Derma-fat-fascia graft,Y,A2,36.3586,"$1,779.83 "
15771,,Grfg autol fat lipo 50 cc/<,Y,G2,36.3586,"$1,779.83 "
15773,,Grfg autol fat lipo 25 cc/<,Y,G2,17.7074,$866.81 
15775,,Hair trnspl 1-15 punch grfts,Y,A2,3.5701,$174.76 
15776,,Hair trnspl >15 punch grafts,Y,A2,3.5701,$174.76 
15777,,Acellular derm matrix implt,N,N1,,
15780,,Dermabrasion total face,Y,P3,,$551.66 
15781,,Dermabrasion segmental face,Y,P2,6.4205,$314.30 
15782,,Dermabrasion other than face,Y,P3,,$355.56 
15783,,Dermabrasion suprfl any site,Y,P2,3.5701,$174.76 
15786,,Abrasion lesion single,N,N1,,
15787,,Abrasion lesions add-on,N,N1,,
15788,,Chemical peel face epiderm,N,N1,,
15789,,Chemical peel face dermal,Y,P2,5.4109,$264.87 
15792,,Chemical peel nonfacial,N,N1,,
15793,,Chemical peel nonfacial,N,N1,,
15819,,Plastic surgery neck,Y,G2,17.7074,$866.81 
15820,,Revision of lower eyelid,Y,A2,17.7074,$866.81 
15821,,Revision of lower eyelid,Y,A2,17.7074,$866.81 
15822,,Revision of upper eyelid,Y,A2,17.7074,$866.81 
15823,,Revision of upper eyelid,Y,A2,17.7074,$866.81 
15824,,Removal of forehead wrinkles,Y,A2,17.7074,$866.81 
15825,,Removal of neck wrinkles,Y,A2,36.3586,"$1,779.83 "
15826,,Removal of brow wrinkles,Y,A2,36.3586,"$1,779.83 "
15828,,Removal of face wrinkles,Y,A2,36.3586,"$1,779.83 "
15829,,Removal of skin wrinkles,Y,A2,36.3586,"$1,779.83 "
15830,,Exc skin abd,Y,A2,45.9777,"$2,250.70 "
15832,,Excise excessive skin thigh,Y,A2,20.3333,$995.36 
15833,,Excise excessive skin leg,Y,A2,20.3333,$995.36 
15834,,Excise excessive skin hip,Y,A2,20.3333,$995.36 
15835,,Excise excessive skin buttck,Y,A2,20.3333,$995.36 
15836,,Excise excessive skin arm,Y,A2,20.3333,$995.36 
15837,,Excise excess skin arm/hand,Y,G2,20.3333,$995.36 
15838,,Excise excess skin fat pad,Y,G2,20.3333,$995.36 
15839,,Excise excess skin & tissue,Y,A2,20.3333,$995.36 
15840,,Nerve palsy fascial graft,Y,A2,36.3586,"$1,779.83 "
15841,,Nerve palsy muscle graft,Y,A2,36.3586,"$1,779.83 "
15842,,Nerve palsy microsurg graft,Y,G2,17.7074,$866.81 
15845,,Skin and muscle repair face,Y,A2,36.3586,"$1,779.83 "
15847,,Exc skin abd add-on,N,N1,,
15850,,Remove sutures same surgeon,Y,G2,5.4109,$264.87 
15851,,Remove sutures diff surgeon,Y,P3,,$77.11 
15852,,Dressing change not for burn,N,N1,,
15860,,Test for blood flow in graft,N,N1,,
15876,,Suction lipectomy head&neck,Y,A2,36.3586,"$1,779.83 "
15877,,Suction lipectomy trunk,Y,A2,36.3586,"$1,779.83 "
15878,,Suction lipectomy upr extrem,Y,A2,17.7074,$866.81 
15879,,Suction lipectomy lwr extrem,Y,A2,36.3586,"$1,779.83 "
15920,,Removal of tail bone ulcer,Y,A2,20.3333,$995.36 
15922,,Removal of tail bone ulcer,Y,A2,36.3586,"$1,779.83 "
15931,,Remove sacrum pressure sore,Y,A2,20.3333,$995.36 
15933,,Remove sacrum pressure sore,Y,A2,20.3333,$995.36 
15934,,Remove sacrum pressure sore,Y,A2,36.3586,"$1,779.83 "
15935,,Remove sacrum pressure sore,Y,A2,36.3586,"$1,779.83 "
15936,,Remove sacrum pressure sore,Y,A2,17.7074,$866.81 
15937,,Remove sacrum pressure sore,Y,A2,17.7074,$866.81 
15940,,Remove hip pressure sore,Y,A2,20.3333,$995.36 
15941,,Remove hip pressure sore,Y,A2,20.3333,$995.36 
15944,,Remove hip pressure sore,Y,A2,36.3586,"$1,779.83 "
15945,,Remove hip pressure sore,Y,A2,17.7074,$866.81 
15946,,Remove hip pressure sore,Y,A2,17.7074,$866.81 
15950,,Remove thigh pressure sore,Y,A2,12.1379,$594.17 
15951,,Remove thigh pressure sore,Y,A2,20.3333,$995.36 
15952,,Remove thigh pressure sore,Y,A2,17.7074,$866.81 
15953,,Remove thigh pressure sore,Y,A2,36.3586,"$1,779.83 "
15956,,Remove thigh pressure sore,Y,A2,17.7074,$866.81 
15958,,Remove thigh pressure sore,Y,A2,36.3586,"$1,779.83 "
16000,,Initial treatment of burn(s),N,N1,,
16020,,Dress/debrid p-thick burn s,N,N1,,
16025,,Dress/debrid p-thick burn m,Y,A2,1.8534,$90.73 
16030,,Dress/debrid p-thick burn l,Y,A2,3.5701,$174.76 
16035,,Incision of burn scab initi,Y,G2,3.5701,$174.76 
17000,,Destruct premalg lesion,N,N1,,
17003,,Destruct premalg les 2-14,N,N1,,
17004,,Destroy premal lesions 15/>,Y,P3,,$116.89 
17106,,Destruction of skin lesions,Y,P2,3.5701,$174.76 
17107,,Destruction of skin lesions,Y,P2,5.4109,$264.87 
17108,,Destruction of skin lesions,Y,P3,,$352.42 
17110,,Destruct b9 lesion 1-14,N,N1,,
17111,,Destruct lesion 15 or more,N,N1,,
17250,,Chem caut of granltj tissue,N,N1,,
17260,,Destruction of skin lesions,N,N1,,
17261,,Destruction of skin lesions,N,N1,,
17262,,Destruction of skin lesions,N,N1,,
17263,,Destruction of skin lesions,N,N1,,
17264,,Destruction of skin lesions,Y,P3,,$135.73 
17266,,Destruction of skin lesions,Y,P3,,$149.69 
17270,,Destruction of skin lesions,Y,P2,1.8534,$90.73 
17271,,Destruction of skin lesions,Y,P2,1.8534,$90.73 
17272,,Destruction of skin lesions,N,N1,,
17273,,Destruction of skin lesions,Y,P3,,$133.99 
17274,,Destruction of skin lesions,Y,P3,,$150.04 
17276,,Destruction of skin lesions,Y,P3,,$166.79 
17280,,Destruction of skin lesions,N,N1,,
17281,,Destruction of skin lesions,Y,P3,,$116.19 
17282,,Destruction of skin lesions,Y,P3,,$130.50 
17283,,Destruction of skin lesions,Y,P3,,$146.55 
17284,,Destruction of skin lesions,Y,P3,,$161.56 
17286,,Destruction of skin lesions,Y,P3,,$192.61 
17311,,Mohs 1 stage h/n/hf/g,Y,P2,5.4109,$264.87 
17312,,Mohs addl stage,N,N1,,
17313,,Mohs 1 stage t/a/l,Y,P2,5.4109,$264.87 
17314,,Mohs addl stage t/a/l,N,N1,,
17315,,Mohs surg addl block,N,N1,,
17340,,Cryotherapy of skin,N,N1,,
17360,,Skin peel therapy,N,N1,,
17380,,Hair removal by electrolysis,Y,R2,5.4109,$264.87 
19000,,Drainage of breast lesion,Y,P3,,$77.46 
19001,,Drain breast lesion add-on,N,N1,,
19020,,Incision of breast lesion,Y,A2,12.1379,$594.17 
19030,,Injection for breast x-ray,N,N1,,
19081,,Bx breast 1st lesion strtctc,Y,G2,12.1379,$594.17 
19082,,Bx breast add lesion strtctc,N,N1,,
19083,,Bx breast 1st lesion us imag,Y,G2,12.1379,$594.17 
19084,,Bx breast add lesion us imag,N,N1,,
19085,,Bx breast 1st lesion mr imag,Y,G2,12.1379,$594.17 
19086,,Bx breast add lesion mr imag,N,N1,,
19100,,Bx breast percut w/o image,Y,A2,12.1379,$594.17 
19101,,Biopsy of breast open,Y,A2,24.0288,"$1,176.26 "
19105,,Cryosurg ablate fa each,Y,J8,34.8868,"$1,707.78 "
19110,,Nipple exploration,Y,A2,24.0288,"$1,176.26 "
19112,,Excise breast duct fistula,Y,A2,24.0288,"$1,176.26 "
19120,,Removal of breast lesion,Y,A2,24.0288,"$1,176.26 "
19125,,Excision breast lesion,Y,A2,24.0288,"$1,176.26 "
19126,,Excision addl breast lesion,N,N1,,
19281,,Perq device breast 1st imag,N,N1,,
19282,,Perq device breast ea imag,N,N1,,
19283,,Perq dev breast 1st strtctc,N,N1,,
19284,,Perq dev breast add strtctc,N,N1,,
19285,,Perq dev breast 1st us imag,N,N1,,
19286,,Perq dev breast add us imag,N,N1,,
19287,,Perq dev breast 1st mr guide,N,N1,,
19288,,Perq dev breast add mr guide,N,N1,,
19294,,Prep tum cav iort prtl mast,N,N1,,
19296,,Place po breast cath for rad,Y,J8,87.7913,"$4,297.56 "
19297,,Place breast cath for rad,N,N1,,
19298,,Place breast rad tube/caths,Y,G2,45.9777,"$2,250.70 "
19300,,Removal of breast tissue,Y,A2,24.0288,"$1,176.26 "
19301,,Partial mastectomy,Y,A2,24.0288,"$1,176.26 "
19302,,P-mastectomy w/ln removal,Y,A2,45.9777,"$2,250.70 "
19303,,Mast simple complete,Y,A2,45.9777,"$2,250.70 "
19307,,Mast mod rad,Y,G2,45.9777,"$2,250.70 "
19316,,Suspension of breast,Y,A2,45.9777,"$2,250.70 "
19318,,Breast reduction,Y,A2,45.9777,"$2,250.70 "
19325,,Breast augmentation w/implt,Y,G2,56.9611,"$2,788.36 "
19328,,Rmvl intact breast implant,N,A2,24.0288,"$1,176.26 "
19330,,Rmvl ruptured breast implant,N,A2,24.0288,"$1,176.26 "
19340,,Insj breast implt sm d mast,Y,A2,45.9777,"$2,250.70 "
19342,,Insj/rplcmt brst implt sep d,Y,A2,56.9611,"$2,788.36 "
19350,,Breast reconstruction,Y,A2,24.0288,"$1,176.26 "
19355,,Correct inverted nipple(s),Y,A2,24.0288,"$1,176.26 "
19357,,Tiss xpndr plmt brst rcnstj,Y,J8,114.8378,"$5,621.54 "
19370,,Revj peri-implt capsule brst,Y,A2,24.0288,"$1,176.26 "
19371,,Peri-implt capslc brst compl,Y,A2,24.0288,"$1,176.26 "
19380,,Revj reconstructed breast,Y,A2,45.9777,"$2,250.70 "
19396,,Design custom breast implant,Y,G2,24.0288,"$1,176.26 "
20100,,Explore wound neck,Y,G2,4.6697,$228.59 
20101,,Explore wound chest,Y,G2,17.7074,$866.81 
20102,,Explore wound abdomen,Y,G2,17.7074,$866.81 
20103,,Explore wound extremity,Y,G2,6.4205,$314.30 
20150,,Excise epiphyseal bar,Y,G2,27.1337,"$1,328.25 "
20200,,Muscle biopsy,Y,A2,12.1379,$594.17 
20205,,Deep muscle biopsy,Y,A2,20.3333,$995.36 
20206,,Needle biopsy muscle,Y,A2,12.1379,$594.17 
20220,,Bone biopsy trocar/needle,Y,A2,12.1379,$594.17 
20225,,Bone biopsy trocar/needle,Y,A2,12.1379,$594.17 
20240,,Bone biopsy open superficial,Y,A2,20.3333,$995.36 
20245,,Bone biopsy open deep,Y,A2,20.3333,$995.36 
20250,,Open bone biopsy,Y,A2,27.1337,"$1,328.25 "
20251,,Open bone biopsy,Y,A2,59.8375,"$2,929.17 "
20500,,Injection of sinus tract,Y,P3,,$72.23 
20501,,Inject sinus tract for x-ray,N,N1,,
20520,,Removal of foreign body,Y,P3,,$147.95 
20525,,Removal of foreign body,Y,A2,20.3333,$995.36 
20526,,Ther injection carp tunnel,Y,P3,,$44.31 
20527,,Inj dupuytren cord w/enzyme,Y,P3,,$47.80 
20550,,Inj tendon sheath/ligament,Y,P3,,$27.91 
20551,,Inj tendon origin/insertion,Y,P3,,$29.31 
20552,,Inj trigger point 1/2 muscl,Y,P3,,$29.31 
20553,,Inject trigger points 3/>,Y,P3,,$34.20 
20555,,Place ndl musc/tis for rt,Y,R2,27.1337,"$1,328.25 "
20600,,Drain/inj joint/bursa w/o us,Y,P3,,$26.87 
20604,,Drain/inj joint/bursa w/us,Y,P3,,$48.15 
20605,,Drain/inj joint/bursa w/o us,Y,P3,,$28.26 
20606,,Drain/inj joint/bursa w/us,Y,P3,,$51.29 
20610,,Drain/inj joint/bursa w/o us,Y,P3,,$33.50 
20611,,Drain/inj joint/bursa w/us,Y,P3,,$57.57 
20612,,Aspirate/inj ganglion cyst,Y,P3,,$36.99 
20615,,Treatment of bone cyst,Y,P3,,$172.02 
20650,,Insert and remove bone pin,Y,A2,27.1337,"$1,328.25 "
20660,,Apply rem fixation device,N,G2,14.7803,$723.53 
20662,,Application of pelvis brace,Y,R2,14.7803,$723.53 
20663,,Application of thigh brace,Y,R2,27.1337,"$1,328.25 "
20665,,Removal of fixation device,N,G2,2.7895,$136.55 
20670,,Removal of support implant,N,A2,12.1379,$594.17 
20680,,Removal of support implant,N,A2,20.3333,$995.36 
20690,,Apply bone fixation device,Y,J8,85.5115,"$4,185.96 "
20692,,Apply bone fixation device,Y,J8,185.8674,"$9,098.58 "
20693,,Adjust bone fixation device,Y,A2,59.8375,"$2,929.17 "
20694,,Remove bone fixation device,N,A2,14.7803,$723.53 
20696,,Comp multiplane ext fixation,Y,J8,220.0762,"$10,773.17 "
20697,,Comp ext fixate strut change,Y,P2,14.7803,$723.53 
20822,,Replantation digit complete,Y,G2,14.7803,$723.53 
20900,,Removal of bone for graft,Y,A2,59.8375,"$2,929.17 "
20902,,Removal of bone for graft,Y,A2,59.8375,"$2,929.17 "
20910,,Remove cartilage for graft,Y,A2,5.4109,$264.87 
20912,,Remove cartilage for graft,Y,A2,36.3586,"$1,779.83 "
20920,,Removal of fascia for graft,Y,A2,17.7074,$866.81 
20922,,Removal of fascia for graft,Y,A2,17.7074,$866.81 
20924,,Removal of tendon for graft,Y,A2,59.8375,"$2,929.17 "
20930,,Sp bone algrft morsel add-on,N,N1,,
20931,,Sp bone algrft struct add-on,N,N1,,
20932,,Osteoart algrft w/surf & b1,N,N1,,
20933,,Hemicrt intrclry algrft prtl,N,N1,,
20934,,Intercalary algrft compl,N,N1,,
20936,,Sp bone agrft local add-on,N,N1,,
20937,,Sp bone agrft morsel add-on,N,N1,,
20938,,Sp bone agrft struct add-on,N,N1,,
20939,,Bone marrow aspir bone grfg,N,N1,,
20950,,Fluid pressure muscle,Y,G2,6.4205,$314.30 
20972,,Bone/skin graft metatarsal,Y,G2,59.8375,"$2,929.17 "
20973,,Bone/skin graft great toe,Y,R2,59.8375,"$2,929.17 "
20975,,Electrical bone stimulation,N,N1,,
20979,,Us bone stimulation,N,N1,,
20982,,Ablate bone tumor(s) perq,Y,G2,59.8375,"$2,929.17 "
20983,,Ablate bone tumor(s) perq,Y,G2,59.8375,"$2,929.17 "
20985,,Cptr-asst dir ms px,N,N1,,
21010,,Incision of jaw joint,Y,A2,22.1104,"$1,082.35 "
21011,,Exc face les sc <2 cm,Y,P3,,$261.00 
21012,,Exc face les sbq 2 cm/>,Y,R2,12.1379,$594.17 
21013,,Exc face tum deep < 2 cm,Y,P3,,$332.53 
21014,,Exc face tum deep 2 cm/>,Y,R2,20.3333,$995.36 
21015,,Resect face/scalp tum < 2 cm,Y,G2,20.3333,$995.36 
21016,,Resect face/scalp tum 2 cm/>,Y,G2,20.3333,$995.36 
21025,,Excision of bone lower jaw,Y,A2,48.7588,"$2,386.84 "
21026,,Excision of facial bone(s),Y,A2,48.7588,"$2,386.84 "
21029,,Contour of face bone lesion,Y,A2,22.1104,"$1,082.35 "
21030,,Excise max/zygoma b9 tumor,Y,P3,,$303.57 
21031,,Remove exostosis mandible,Y,P3,,$275.31 
21032,,Remove exostosis maxilla,Y,P3,,$270.07 
21034,,Excise max/zygoma mal tumor,Y,A2,48.7588,"$2,386.84 "
21040,,Excise mandible lesion,Y,A2,22.1104,"$1,082.35 "
21044,,Removal of jaw bone lesion,Y,A2,48.7588,"$2,386.84 "
21046,,Remove mandible cyst complex,Y,A2,48.7588,"$2,386.84 "
21047,,Excise lwr jaw cyst w/repair,Y,A2,48.7588,"$2,386.84 "
21048,,Remove maxilla cyst complex,Y,R2,48.7588,"$2,386.84 "
21049,,Excis uppr jaw cyst w/repair,Y,G2,48.7588,"$2,386.84 "
21050,,Removal of jaw joint,Y,A2,48.7588,"$2,386.84 "
21060,,Remove jaw joint cartilage,Y,A2,48.7588,"$2,386.84 "
21070,,Remove coronoid process,Y,A2,48.7588,"$2,386.84 "
21073,,Mnpj of tmj w/anesth,Y,P3,,$255.07 
21076,,Prepare face/oral prosthesis,Y,P3,,$381.38 
21077,,Prepare face/oral prosthesis,Y,P3,,$900.24 
21079,,Prepare face/oral prosthesis,Y,P3,,$642.38 
21080,,Prepare face/oral prosthesis,Y,P3,,$768.00 
21081,,Prepare face/oral prosthesis,Y,P3,,$716.36 
21082,,Prepare face/oral prosthesis,Y,P3,,$659.13 
21083,,Prepare face/oral prosthesis,Y,P3,,$652.50 
21084,,Prepare face/oral prosthesis,Y,P3,,$728.22 
21085,,Prepare face/oral prosthesis,Y,P2,2.1844,$106.93 
21086,,Prepare face/oral prosthesis,Y,P3,,$679.37 
21087,,Prepare face/oral prosthesis,Y,P3,,$679.37 
21088,,Prepare face/oral prosthesis,Y,R2,22.1104,"$1,082.35 "
21100,,Maxillofacial fixation,Y,A2,48.7588,"$2,386.84 "
21110,,Interdental fixation,N,P2,10.4992,$513.96 
21116,,Injection jaw joint x-ray,N,N1,,
21120,,Reconstruction of chin,Y,G2,48.7588,"$2,386.84 "
21121,,Reconstruction of chin,Y,A2,22.1104,"$1,082.35 "
21122,,Reconstruction of chin,Y,A2,48.7588,"$2,386.84 "
21123,,Reconstruction of chin,Y,A2,22.1104,"$1,082.35 "
21125,,Augmentation lower jaw bone,Y,A2,48.7588,"$2,386.84 "
21127,,Augmentation lower jaw bone,Y,A2,48.7588,"$2,386.84 "
21137,,Reduction of forehead,Y,G2,22.1104,"$1,082.35 "
21138,,Reduction of forehead,Y,G2,48.7588,"$2,386.84 "
21139,,Reduction of forehead,Y,G2,48.7588,"$2,386.84 "
21150,,Lefort ii anterior intrusion,Y,G2,48.7588,"$2,386.84 "
21172,,Reconstruct orbit/forehead,Y,G2,48.7588,"$2,386.84 "
21175,,Reconstruct orbit/forehead,Y,G2,48.7588,"$2,386.84 "
21181,,Contour cranial bone lesion,Y,A2,48.7588,"$2,386.84 "
21193,,Reconst lwr jaw w/o graft,Y,G2,48.7588,"$2,386.84 "
21195,,Reconst lwr jaw w/o fixation,Y,J8,73.5075,"$3,598.34 "
21198,,Reconstr lwr jaw segment,Y,G2,48.7588,"$2,386.84 "
21199,,Reconstr lwr jaw w/advance,Y,G2,48.7588,"$2,386.84 "
21206,,Reconstruct upper jaw bone,Y,A2,48.7588,"$2,386.84 "
21208,,Augmentation of facial bones,Y,P3,,"$1,331.52 "
21209,,Reduction of facial bones,Y,A2,48.7588,"$2,386.84 "
21210,,Face bone graft,Y,A2,48.7588,"$2,386.84 "
21215,,Lower jaw bone graft,Y,A2,48.7588,"$2,386.84 "
21230,,Rib cartilage graft,Y,A2,48.7588,"$2,386.84 "
21235,,Ear cartilage graft,Y,A2,48.7588,"$2,386.84 "
21240,,Reconstruction of jaw joint,Y,A2,48.7588,"$2,386.84 "
21242,,Reconstruction of jaw joint,Y,A2,48.7588,"$2,386.84 "
21243,,Reconstruction of jaw joint,Y,J8,237.6371,"$11,632.81 "
21244,,Reconstruction of lower jaw,Y,J8,67.1687,"$3,288.04 "
21245,,Reconstruction of jaw,Y,A2,48.7588,"$2,386.84 "
21246,,Reconstruction of jaw,Y,A2,48.7588,"$2,386.84 "
21248,,Reconstruction of jaw,Y,A2,48.7588,"$2,386.84 "
21249,,Reconstruction of jaw,Y,A2,48.7588,"$2,386.84 "
21256,,Reconstruction of orbit,Y,G2,48.7588,"$2,386.84 "
21260,,Revise eye sockets,Y,G2,48.7588,"$2,386.84 "
21261,,Revise eye sockets,Y,G2,48.7588,"$2,386.84 "
21263,,Revise eye sockets,Y,G2,48.7588,"$2,386.84 "
21267,,Revise eye sockets,Y,J8,76.0277,"$3,721.71 "
21270,,Augmentation cheek bone,Y,A2,48.7588,"$2,386.84 "
21275,,Revision orbitofacial bones,Y,G2,48.7588,"$2,386.84 "
21280,,Revision of eyelid,Y,A2,22.1104,"$1,082.35 "
21282,,Revision of eyelid,Y,A2,22.1104,"$1,082.35 "
21295,,Revision of jaw muscle/bone,Y,A2,10.4992,$513.96 
21296,,Revision of jaw muscle/bone,Y,A2,22.1104,"$1,082.35 "
21310,,Closed tx nose fx w/o manj,Y,A2,2.1285,$104.19 
21315,,Closed tx nose fx w/o stablj,Y,A2,10.4992,$513.96 
21320,,Closed tx nose fx w/ stablj,Y,A2,22.1104,"$1,082.35 "
21325,,Open tx nose fx uncomplicatd,Y,A2,22.1104,"$1,082.35 "
21330,,Open tx nose fx w/skele fixj,Y,A2,48.7588,"$2,386.84 "
21335,,Open tx nose & septal fx,Y,A2,22.1104,"$1,082.35 "
21336,,Open tx septal fx w/wo stabj,Y,A2,27.1337,"$1,328.25 "
21337,,Closed tx septal&nose fx,Y,A2,22.1104,"$1,082.35 "
21338,,Open nasoethmoid fx w/o fixj,Y,J8,71.183,"$3,484.55 "
21339,,Open nasoethmoid fx w/ fixj,Y,A2,48.7588,"$2,386.84 "
21340,,Perq tx nasoethmoid fx,Y,A2,22.1104,"$1,082.35 "
21345,,Closed tx nose/jaw fx,Y,A2,10.4992,$513.96 
21346,,Opn tx nasomax fx w/fixj,Y,G2,48.7588,"$2,386.84 "
21355,,Perq tx malar fracture,Y,A2,22.1104,"$1,082.35 "
21356,,Opn tx dprsd zygomatic arch,Y,A2,48.7588,"$2,386.84 "
21360,,Opn tx dprsd malar fracture,Y,G2,48.7588,"$2,386.84 "
21365,,Opn tx complx malar fx,Y,G2,48.7588,"$2,386.84 "
21385,,Opn tx orbit fx transantral,Y,G2,48.7588,"$2,386.84 "
21386,,Opn tx orbit fx periorbital,Y,G2,48.7588,"$2,386.84 "
21387,,Opn tx orbit fx combined,Y,G2,48.7588,"$2,386.84 "
21390,,Opn tx orbit periorbtl implt,Y,G2,48.7588,"$2,386.84 "
21395,,Opn tx orbit periorbt w/grft,Y,G2,48.7588,"$2,386.84 "
21400,,Closed tx orbit w/o manipulj,Y,A2,4.6697,$228.59 
21401,,Closed tx orbit w/manipulj,Y,A2,10.4992,$513.96 
21406,,Opn tx orbit fx w/o implant,Y,G2,48.7588,"$2,386.84 "
21407,,Opn tx orbit fx w/implant,Y,G2,48.7588,"$2,386.84 "
21408,,Opn tx orbit fx w/bone grft,Y,G2,48.7588,"$2,386.84 "
21421,,Treat mouth roof fracture,Y,A2,22.1104,"$1,082.35 "
21440,,Treat dental ridge fracture,Y,P3,,$564.22 
21445,,Treat dental ridge fracture,Y,A2,48.7588,"$2,386.84 "
21450,,Treat lower jaw fracture,Y,J8,6.2649,$306.68 
21451,,Treat lower jaw fracture,Y,A2,10.4992,$513.96 
21452,,Treat lower jaw fracture,Y,J8,64.2809,"$3,146.68 "
21453,,Treat lower jaw fracture,Y,A2,48.7588,"$2,386.84 "
21454,,Treat lower jaw fracture,Y,J8,66.4529,"$3,253.00 "
21461,,Treat lower jaw fracture,Y,J8,65.9705,"$3,229.39 "
21462,,Treat lower jaw fracture,Y,J8,69.7463,"$3,414.22 "
21465,,Treat lower jaw fracture,Y,J8,65.4647,"$3,204.63 "
21470,,Treat lower jaw fracture,Y,J8,67.8704,"$3,322.39 "
21480,,Reset dislocated jaw,Y,A2,2.1285,$104.19 
21485,,Reset dislocated jaw,Y,A2,10.4992,$513.96 
21490,,Repair dislocated jaw,Y,A2,22.1104,"$1,082.35 "
21497,,Interdental wiring,Y,A2,10.4992,$513.96 
21501,,Drain neck/chest lesion,Y,A2,20.3333,$995.36 
21502,,Drain chest lesion,Y,A2,27.1337,"$1,328.25 "
21550,,Biopsy of neck/chest,Y,G2,12.1379,$594.17 
21552,,Exc neck les sc 3 cm/>,Y,G2,20.3333,$995.36 
21554,,Exc neck tum deep 5 cm/>,Y,G2,20.3333,$995.36 
21555,,Exc neck les sc < 3 cm,Y,G2,12.1379,$594.17 
21556,,Exc neck tum deep < 5 cm,Y,G2,20.3333,$995.36 
21557,,Resect neck thorax tumor<5cm,Y,G2,20.3333,$995.36 
21558,,Resect neck tumor 5 cm/>,Y,G2,20.3333,$995.36 
21600,,Partial removal of rib,Y,A2,59.8375,"$2,929.17 "
21601,,Exc chest wall tumor w/ribs,Y,G2,20.3333,$995.36 
21610,,Partial removal of rib,Y,A2,27.1337,"$1,328.25 "
21685,,Hyoid myotomy & suspension,Y,G2,48.7588,"$2,386.84 "
21700,,Revision of neck muscle,Y,A2,59.8375,"$2,929.17 "
21720,,Revision of neck muscle,Y,A2,27.1337,"$1,328.25 "
21725,,Revision of neck muscle,Y,A2,6.4205,$314.30 
21742,,Repair stern/nuss w/o scope,Y,G2,27.1337,"$1,328.25 "
21743,,Repair sternum/nuss w/scope,Y,G2,27.1337,"$1,328.25 "
21820,,Treat sternum fracture,Y,A2,2.1285,$104.19 
21920,,Biopsy soft tissue of back,Y,P3,,$188.42 
21925,,Biopsy soft tissue of back,Y,A2,12.1379,$594.17 
21930,,Exc back les sc < 3 cm,Y,G2,12.1379,$594.17 
21931,,Exc back les sc 3 cm/>,Y,G2,12.1379,$594.17 
21932,,Exc back tum deep < 5 cm,Y,G2,20.3333,$995.36 
21933,,Exc back tum deep 5 cm/>,Y,G2,20.3333,$995.36 
21935,,Resect back tum < 5 cm,Y,G2,20.3333,$995.36 
21936,,Resect back tum 5 cm/>,Y,G2,20.3333,$995.36 
22100,,Remove part of neck vertebra,Y,G2,59.8375,"$2,929.17 "
22101,,Remove part thorax vertebra,Y,G2,59.8375,"$2,929.17 "
22102,,Remove part lumbar vertebra,Y,G2,59.8375,"$2,929.17 "
22103,,Remove extra spine segment,N,N1,,
22310,,Closed tx vert fx w/o manj,Y,A2,2.1285,$104.19 
22315,,Closed tx vert fx w/manj,Y,A2,27.1337,"$1,328.25 "
22505,,Manipulation of spine,Y,A2,14.7803,$723.53 
22510,,Perq cervicothoracic inject,Y,G2,27.1337,"$1,328.25 "
22511,,Perq lumbosacral injection,Y,G2,27.1337,"$1,328.25 "
22512,,Vertebroplasty addl inject,N,N1,,
