Addendum BB -- ASC Covered Ancillary Services Integral to Covered Surgical Procedures for CY 2025 (Including Ancillary Services for Which Payment is Packaged),,,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.  All Rights Reserved.,,,,,,,
,,,,,,,
HCPCS Code,,Short Descriptor,Drug and Device Pass-Through Expiration during Calendar Year,October 2025 Payment Indicator,October 2025 Payment Weight  ,October 2025 Payment Rate ,October 2025 IRA-22 Adjusted Copayment1
J9043,,Cabazitaxel injection,,K2,,$227.28,
J9045,,Carboplatin injection,,N1,,,
J9046,,"Inj, bortezomib, dr. reddy's",,K2,,$4.91,
J9047,,"Injection, carfilzomib, 1 mg",,K2,,$55.65,$9.93
J9048,,"Inj, bortezomib freseniuskab",,K2,,$16.50,
J9049,,"Inj, bortezomib, hospira",,N1,,,
J9050,,Carmustine injection,,K2,,$238.46,
J9051,,"Inj, bortezomib (maia)",,K5,,,
J9052,,"Inj, carmustine (accord)",,K2,,$259.70,
J9054,,Inj bortezomib boruzu 0.1 mg,,K2,,$26.15,
J9055,,Cetuximab injection,,K2,,$78.37,
J9056,,"Inj, vivimusta, 1 mg",,K2,,$29.85,
J9060,,Cisplatin 10 mg injection,,N1,,,
J9061,,"Inj, amivantamab-vmjw",,K2,,$22.54,$4.21
J9063,,"Inj, elahere, 1 mg",,K2,,$69.49,
J9064,,"Inj, cabazitaxel (sandoz)",,K5,,,
J9065,,Inj cladribine per 1 mg,,K2,,$10.68,
J9071,,Inj cyclophosphamd auromedic,,K2,,$0.63,
J9072,,Inj cyclophos avyxa 5mg,*,K2,,$9.11,
J9073,,Inj cyclophos dr reddys 5 mg,,K2,,$0.78,
J9074,,"Inj, cyclophosphamd, sandoz",,K2,,$3.94,
J9075,,"Inj, cyclophosphamide, nos",,K2,,$0.48,
J9076,,"Inj, cyclophos (baxter) 5mg",,K2,,$5.01,
J9098,,Cytarabine liposome inj,,K5,,,
J9100,,Cytarabine hcl 100 mg inj,,N1,,,
J9118,,Inj. calaspargase pegol-mknl,,K2,,$82.08,
J9119,,"Inj., cemiplimab-rwlc, 1 mg",,K2,,$29.29,
J9120,,Dactinomycin injection,,K2,,$328.34,
J9130,,Dacarbazine 100 mg inj,,N1,,,
J9144,,"Daratumumab, hyaluronidase",,K2,,$55.57,$11.07
J9145,,"Injection, daratumumab 10 mg",,K2,,$71.37,$14.14
J9150,,Daunorubicin injection,,K2,,$21.70,
J9151,,Daunorubicin citrate inj,,K5,,,
J9153,,"Inj daunorubicin, cytarabine",,K2,,$256.09,$49.74
J9155,,Degarelix injection,,K2,,$4.45,
J9161,,Inj denileuk difti-cxdl 1mcg,,K5,,,
J9165,,Diethylstilbestrol injection,,K5,,,
J9171,,Docetaxel injection,,N1,,,
J9172,,"Docetaxel (docivyx), 1 mg",,K2,,$50.78,
J9173,,"Inj., durvalumab, 10 mg",,K2,,$85.12,
J9174,,"Inj, docetaxel (beizray) 1mg",,K2,,$104.94,
J9175,,Elliotts b solution per ml,,N1,,,
J9176,,"Injection, elotuzumab, 1mg",,K2,,$7.89,
J9177,,Inj enfort vedo-ejfv 0.25mg,,K2,,$36.74,$7.13
J9178,,"Inj, epirubicin hcl, 2 mg",,N1,,,
J9179,,Eribulin mesylate injection,,K2,,$89.34,
J9181,,Etoposide injection,,N1,,,
J9185,,Fludarabine phosphate inj,,K2,,$68.20,
J9190,,Fluorouracil injection,,N1,,,
J9196,,Inj gemcitabine hcl (accord),,N1,,,
J9200,,Floxuridine injection,,K2,,"$4,128.02",
J9201,,In gemcitabine hcl nos 200mg,,N1,,,
J9202,,Goserelin acetate implant,,K2,,$733.67,
J9203,,Gemtuzumab ozogamicin 0.1 mg,,K2,,$236.62,
J9204,,"Inj mogamulizumab-kpkc, 1 mg",,K2,,$248.50,
J9205,,Inj irinotecan liposome 1 mg,,K2,,$66.00,
J9206,,Irinotecan injection,,N1,,,
J9207,,Ixabepilone injection,,K2,,$139.21,$27.49
J9208,,Ifosfamide injection,,N1,,,
J9209,,Mesna injection,,N1,,,
J9210,,"Inj., emapalumab-lzsg, 1 mg",,K2,,$384.85,
J9211,,Idarubicin hcl injection,,N1,,,
J9212,,Interferon alfacon-1 inj,,K5,,,
J9214,,Interferon alfa-2b inj,,N1,,,
J9217,,Leuprolide acetate suspnsion,,K2,,$176.45,
J9218,,Leuprolide acetate injeciton,,N1,,,
J9220,,Indigotindisulfonate sod 1mg,,K2,,$9.96,
J9223,,"Inj. lurbinectedin, 0.1 mg",,K2,,$207.13,
J9225,,Vantas implant,,N1,,,
J9226,,Supprelin la implant,,K2,,"$45,020.65",
J9227,,Inj. isatuximab-irfc 10 mg,,K2,,$81.90,
J9228,,Ipilimumab injection,,K2,,$183.48,
J9229,,Inj inotuzumab ozogam 0.1 mg,,K2,,"$2,698.05",
J9230,,Mechlorethamine hcl inj,,N1,,,
J9245,,Inj melpha hydroch nos 50 mg,,K2,,$95.90,
J9246,,"Inj., evomela, 1 mg",,K2,,$18.50,
J9248,,Inj melphalan (hepzato) 1 mg,,K2,,$795.00,
J9249,,"Inj, melphalan (apotex) 1 mg",,K2,,$64.78,
J9255,,"Inj, methotrexate (accord)",,K5,,,
J9260,,Inj methotrexate sodium 50mg,,N1,,,
J9261,,Nelarabine injection,,K2,,$79.86,
J9263,,Oxaliplatin,,N1,,,
J9264,,Paclitaxel protein bound,,K2,,$10.54,
J9266,,Pegaspargase injection,,K2,,"$28,424.06","$5,284.32"
J9267,,Paclitaxel injection,,N1,,,
J9268,,Pentostatin injection,,K2,,"$2,608.16",$483.42
J9269,,Inj. tagraxofusp-erzs 10 mcg,,K2,,$356.93,$69.66
J9270,,Plicamycin (mithramycin) inj,,K5,,,
J9271,,Inj pembrolizumab,,K2,,$60.29,
J9272,,"Inj, dostarlimab-gxly, 10 mg",,K2,,$243.71,
J9273,,"Inj tisotu vedotin-tftv, 1mg",*,K2,,$188.76,$36.18
J9274,,"Inj, tebentafusp-tebn, 1 mcg",*,K2,,$217.09,
J9275,,"Inj cosibelimab-ipdl, 2 mg",,K5,,,
J9276,,"Inj zanidatamab-hrii, 2 mg",,K2,,$25.05,
J9280,,Mitomycin injection,,K2,,$20.35,
J9281,,Mitomycin instillation,,K2,,$318.53,
J9286,,"Inj glofitamab gxbm, 2.5 mg",,K2,,"$2,767.88",
J9289,,Inj nivolumab 2 mg hyaluron,,K2,,$27.36,
J9292,,"Inj, pemetrexed dipotassium",*,K2,,$82.34,
J9293,,Mitoxantrone hydrochl / 5 mg,,K2,,$23.88,
J9294,,"Inj pemetrexed, hospira 10mg",,K2,,$3.55,
J9295,,"Injection, necitumumab, 1 mg",,K2,,$5.73,
J9296,,Inj pemetrexed (accord) 10mg,,K2,,$9.74,
J9297,,Inj pemetrexed (sandoz) 10mg,,N1,,,
J9298,,Inj nivol relatlimab 3mg/1mg,*,K2,,$197.83,
J9299,,"Injection, nivolumab",,K2,,$32.96,
J9301,,Obinutuzumab inj,,K2,,$79.00,
J9302,,Ofatumumab injection,,K2,,$62.23,
J9303,,Panitumumab injection,,K2,,$173.03,$31.54
J9304,,"Inj. pemetrexed, 10 mg",*,K2,,$46.32,
J9305,,Inj. pemetrexed nos 10mg,,K2,,$4.36,
J9306,,"Injection, pertuzumab, 1 mg",,K2,,$17.02,$3.32
J9307,,Pralatrexate injection,,K2,,$392.63,$76.08
J9308,,"Injection, ramucirumab",,K2,,$74.36,
J9309,,"Inj, polatuzumab vedotin 1mg",,K2,,$136.67,
J9311,,"Inj rituximab, hyaluronidase",,K2,,$36.69,
J9312,,"Inj., rituximab, 10 mg",,K2,,$75.22,
J9313,,"Inj., lumoxiti, 0.01 mg",,K2,,$23.39,
J9314,,Inj pemetrexed (teva) 10mg,,K2,,$15.54,$2.88
J9316,,"Pertuzu, trastuzu, 10 mg",,K2,,$62.10,
J9317,,Sacituzumab govitecan-hziy,,K2,,$36.28,
J9318,,Inj romidepsin non-lyo 0.1mg,,K2,,$28.52,
J9319,,Inj romidepsin lyophil 0.1mg,,K2,,$30.78,
J9320,,Streptozocin injection,,N1,,,
J9321,,Inj epcoritamab-bysp 0.16 mg,,K2,,$55.84,
J9322,,Inj pemetrexed (bluepoint),,K2,,$10.60,
J9323,,Inj pemetrexed ditromethamin,,K2,,$0.13,
J9324,,"Inj, pemrydi rtu, 10 mg",,K2,,$75.81,
J9325,,Inj talimogene laherparepvec,,K2,,$73.94,$13.86
J9328,,Temozolomide injection,,K2,,$10.39,
J9329,,"Inj, tislelizumab-jsgr",,K2,,$57.45,
J9330,,Temsirolimus injection,,K2,,$26.71,
J9331,,Inj sirolimus prot part 1 mg,*,K2,,$84.57,
J9332,,Inj efgartigimod 2mg,*,K2,,$32.15,
J9333,,Inj ronzanolixizum-noli 1 mg,,K2,,$23.17,
J9334,,Inj efgart-alfa 2mg hya-qvfc,,K2,,$33.89,
J9340,,Thiotepa injection,,D5,,,
J9341,,Inj thiotepa (tepylute) 1 mg,,K5,,,
J9342,,Inj thiotepa nos 1 mg,,K2,,$10.54,
J9345,,"Inj, retifanlimab-dlwr, 1 mg",,K2,,$30.56,
J9347,,"Inj, tremelimumab-actl, 1 mg",,K2,,$140.90,
J9348,,"Inj. naxitamab-gqgk, 1 mg",,K2,,$686.00,
J9349,,"Inj., tafasitamab-cxix",,K2,,$14.31,
J9350,,"Inj mosunetuzumab-axgb, 1 mg",,K2,,$654.63,
J9351,,Topotecan injection,,N1,,,
J9352,,Injection trabectedin 0.1mg,,K2,,$391.07,
J9353,,"Inj. margetuximab-cmkb, 5 mg",,K2,,$52.49,$10.49
J9354,,"Inj, ado-trastuzumab emt 1mg",,K2,,$42.16,$8.38
J9355,,Inj trastuzumab excl biosimi,,K2,,$75.03,
J9356,,"Inj. herceptin hylecta, 10mg",,K2,,$61.44,
J9357,,Valrubicin injection,,K2,,"$1,323.35",
J9358,,Inj fam-trastu deru-nxki 1mg,,K2,,$29.98,$5.96
J9359,,Inj lon tesirin-lpyl 0.075mg,,K2,,$216.90,
J9360,,Vinblastine sulfate inj,,N1,,,
J9361,,"Inj, efbemalenograstim alfa-",,K5,,,
J9370,,Vincristine sulfate 1 mg inj,,N1,,,
J9376,,"Inj pozelimab-bbfg, 1 mg",,K2,,$91.73,
J9380,,Inj teclistamab cqyv 0.5 mg,,K2,,$33.58,$6.64
J9381,,Inj teplizumab mzwv 5 mcg,,K2,,$37.66,
J9382,,Inj zenocutuzumab-zbco 1 mg,,K2,,$32.91,
J9390,,Vinorelbine tartrate inj,,N1,,,
J9393,,"Inj, fulvestrant (teva)",,K2,,$46.21,
J9394,,"Inj, fulvestrant (fresenius)",,K2,,$26.77,
J9395,,"Injection, fulvestrant",,K2,,$6.73,
J9400,,"Inj, ziv-aflibercept, 1mg",,K2,,$7.88,
J9600,,Porfimer sodium injection,,K2,,"$24,228.42",
J9999,,Chemotherapy drug,,N1,,,
L8600,,Implant breast silicone/eq,,N1,,,
L8603,,Collagen imp urinary 2.5 ml,,N1,,,
L8604,,Dextranomer/hyaluronic acid,,N1,,,
L8605,,Inj bulking agent anal canal,,N1,,,
L8606,,Synthetic implnt urinary 1ml,,N1,,,
L8607,,Inj vocal cord bulking agent,,N1,,,
L8608,,Arg ii ext com/sup/acc misc,,N1,,,
L8609,,Artificial cornea,,N1,,,
L8610,,Ocular implant,,N1,,,
L8612,,Aqueous shunt prosthesis,,N1,,,
L8613,,Ossicular implant,,N1,,,
L8614,,Cochlear device,,N1,,,
L8630,,Metacarpophalangeal implant,,N1,,,
L8631,,Mcp joint repl 2 pc or more,,N1,,,
L8641,,Metatarsal joint implant,,N1,,,
L8642,,Hallux implant,,N1,,,
L8658,,Interphalangeal joint spacer,,N1,,,
L8659,,Interphalangeal joint repl,,N1,,,
L8670,,"Vascular graft, synthetic",,N1,,,
L8678,,Ext sply implt neurostim,,N1,,,
L8679,,Imp neurosti pls gn any type,,N1,,,
L8682,,Implt neurostim radiofq rec,,N1,,,
L8690,,"Aud osseo dev, int/ext comp",,N1,,,
L8699,,Prosthetic implant nos,,N1,,,
L9900,,O&p supply/accessory/service,,N1,,,
P9041,,"Albumin (human),5%, 50ml",,N1,,,
P9045,,"Albumin (human), 5%, 250 ml",,K2,,$53.08,
P9046,,"Albumin (human), 25%, 20 ml",,K2,,$21.23,
P9047,,"Albumin (human), 25%, 50ml",,N1,,,
P9050,,"Granulocytes, pheresis unit",,K5,,,
Q0035,,Cardiokymography,,N1,,,
Q0092,,Set up port xray equipment,,N1,,,
Q0138,,"Ferumoxytol, non-esrd",,K2,,$0.32,
Q0139,,"Ferumoxytol, esrd use",,K2,,$0.32,
Q0155,,Dronabinol (syndros) 0.1 mg,,N1,,,
Q0161,,Chlorpromazine hcl 5mg oral,,N1,,,
Q0162,,Ondansetron oral,,N1,,,
Q0163,,Diphenhydramine hcl 50mg,,N1,,,
Q0164,,Prochlorperazine maleate 5mg,,N1,,,
Q0166,,Granisetron hcl 1 mg oral,,N1,,,
Q0167,,Dronabinol 2.5mg oral,,N1,,,
Q0169,,Promethazine hcl 12.5mg oral,,N1,,,
Q0173,,Trimethobenzamide hcl 250mg,,N1,,,
Q0174,,Thiethylperazine maleate10mg,,K5,,,
Q0175,,Perphenazine 4mg oral,,N1,,,
Q0177,,Hydroxyzine pamoate 25mg,,N1,,,
Q0180,,Dolasetron mesylate oral,,N1,,,
Q0181,,Unspecified oral anti-emetic,,N1,,,
Q0220,,"Tixagev and cilgav, 300mg",,D5,,,
Q0221,,"Tixagev and cilgav, 600mg",,D5,,,
Q0222,,Bebtelovimab 175 mg,,D5,,,
Q0224,,"Inj, pemivibart, 4500 mg",,L1,,,
Q0235,,"Inj, monoclon antibody, 1 mg",,L1,,,
Q0237,,"Inj, tocilizumab-anoh, hospi",,L1,,,
Q0240,,Casirivi and imdevi 600 mg,,D5,,,
Q0243,,Casirivimab and imdevimab,,D5,,,
Q0244,,Casirivi and imdevi 1200 mg,,D5,,,
Q0245,,Bamlanivimab and etesevima,,D5,,,
Q0247,,Sotrovimab,,D5,,,
Q0249,,Tocilizumab for covid-19,,L1,,,
Q2004,,Bladder calculi irrig sol,,N1,,,
Q2009,,Fosphenytoin inj pe,,N1,,,
Q2017,,"Teniposide, 50 mg",,K5,,,
Q2026,,Radiesse injection,,K2,,$333.42,
Q2028,,"Inj, sculptra, 0.5mg",,K2,,$1.00,
Q2034,**,Agriflu vaccine,,L1,,,
Q2035,**,"Afluria vacc, 3 yrs & >, im",,L1,,,
Q2036,**,"Flulaval vacc, 3 yrs & >, im",,L1,,,
Q2037,**,"Fluvirin vacc, 3 yrs & >, im",,L1,,,
Q2038,**,"Fluzone vacc, 3 yrs & >, im",,L1,,,
Q2039,**,"Influenza virus vaccine, nos",,L1,,,
Q2043,,Sipuleucel-t auto cd54+,,K2,,"$55,272.32",
Q2049,,Imported lipodox inj,,K2,,$528.86,
Q2050,,Doxorubicin inj 10mg,,K2,,$108.47,
Q3027,,Inj beta interferon im 1 mcg,,K2,,$58.90,
Q3031,,Collagen skin test,,N1,,,
Q4100,,"Skin substitute, nos",,N1,,,
Q4101,,Apligraf,,N1,,,
Q4102,,Oasis wound matrix,,N1,,,
Q4103,,Oasis burn matrix,,N1,,,
Q4104,,Integra bmwd,,N1,,,
Q4105,,Integra drt or omnigraft,,N1,,,
Q4106,,Dermagraft,,N1,,,
Q4107,,Graftjacket,,N1,,,
Q4108,,Integra matrix,,N1,,,
Q4110,,Primatrix,,N1,,,
Q4111,,Gammagraft,,N1,,,
Q4112,,Cymetra injectable,,N1,,,
Q4113,,Graftjacket xpress,,N1,,,
Q4114,,Integra flowable wound matri,,N1,,,
Q4115,,Alloskin,,N1,,,
Q4116,,Alloderm,,N1,,,
Q4117,,Hyalomatrix,,N1,,,
Q4118,,Matristem micromatrix,,N1,,,
Q4121,,Theraskin,,N1,,,
Q4122,,"Dermacell, awm, porous sq cm",,N1,,,
Q4123,,Alloskin,,N1,,,
Q4124,,Oasis tri-layer wound matrix,,N1,,,
Q4125,,Arthroflex,,N1,,,
Q4126,,Memoderm/derma/tranz/integup,,N1,,,
Q4127,,Talymed,,N1,,,
Q4128,,Flexhd/allopatchhd/sq cm,,N1,,,
Q4130,,Strattice tm,,N1,,,
Q4132,,"Grafix core, grafixpl core",,N1,,,
Q4133,,Grafix stravix prime pl sqcm,,N1,,,
Q4134,,Hmatrix,,N1,,,
Q4135,,Mediskin,,N1,,,
Q4136,,Ezderm,,N1,,,
Q4137,,Amnioexcel biodexcel 1sq cm,,N1,,,
Q4138,,"Biodfence dryflex, 1cm",,N1,,,
Q4139,,"Amnio or biodmatrix, inj 1cc",,N1,,,
Q4140,,Biodfence 1cm,,N1,,,
Q4141,,"Alloskin ac, 1 cm",,N1,,,
Q4142,,Xcm biologic tiss matrix 1cm,,N1,,,
Q4143,,"Repriza, 1cm",,N1,,,
Q4145,,"Epifix, inj, 1mg",,N1,,,
Q4146,,"Tensix, 1cm",,N1,,,
Q4147,,Architect ecm px fx 1 sq cm,,N1,,,
Q4148,,Neox neox rt or clarix cord,,N1,,,
Q4149,,"Excellagen, 0.1 cc",,N1,,,
Q4150,,Allowrap ds or dry 1 sq cm,,N1,,,
Q4151,,"Amnioband, guardian 1 sq cm",,N1,,,
Q4152,,Dermapure 1 square cm,,N1,,,
Q4153,,"Dermavest, plurivest sq cm",,N1,,,
Q4154,,Biovance 1 square cm,,N1,,,
Q4155,,Neoxflo or clarixflo 1 mg,,N1,,,
Q4156,,Neox 100 or clarix 100,,N1,,,
Q4157,,Revitalon 1 square cm,,N1,,,
Q4158,,"Kerecis omega3, per sq cm",,N1,,,
Q4159,,Affinity1 square cm,,N1,,,
Q4160,,Nushield 1 square cm,,N1,,,
Q4161,,Bio-connekt per square cm,,N1,,,
Q4162,,"Wndex flw, bioskn flw, 0.5cc",,N1,,,
Q4163,,"Woundex, bioskin, per sq cm",,N1,,,
Q4164,,"Helicoll, per square cm",,N1,,,
Q4165,,"Keramatrix, kerasorb sq cm",,N1,,,
Q4166,,"Cytal, per square centimeter",,N1,,,
Q4167,,"Truskin, per sq centimeter",,N1,,,
Q4168,,"Amnioband, 1 mg",,N1,,,
Q4169,,"Artacent wound, per sq cm",,N1,,,
Q4170,,"Cygnus, per sq cm",,N1,,,
Q4171,,"Interfyl, 1 mg",,N1,,,
Q4173,,Palingen or palingen xplus,,N1,,,
Q4174,,Palingen or promatrx,,N1,,,
Q4175,,Miroderm,,N1,,,
Q4176,,"Neopatch or therion, 1 sq cm",,N1,,,
Q4177,,"Floweramnioflo, 0.1 cc",,N1,,,
Q4178,,"Floweramniopatch, per sq cm",,N1,,,
Q4179,,"Flowerderm, per sq cm",,N1,,,
Q4180,,"Revita, per sq cm",,N1,,,
Q4181,,"Amnio wound, per square cm",,N1,,,
Q4182,,"Transcyte, per sq centimeter",,N1,,,
Q4183,,"Surgigraft, 1 sq cm",,N1,,,
Q4184,,Cellesta or duo per sq cm,,N1,,,
Q4185,,Cellesta flowab amnion 0.5cc,,N1,,,
Q4186,,Epifix 1 sq cm,,N1,,,
Q4187,,Epicord 1 sq cm,,N1,,,
Q4188,,Amnioarmor 1 sq cm,,N1,,,
Q4189,,"Artacent ac, 1 mg",,N1,,,
Q4190,,Artacent ac 1 sq cm,,N1,,,
Q4191,,Restorigin 1 sq cm,,N1,,,
Q4192,,"Restorigin, 1 cc",,N1,,,
Q4193,,Coll-e-derm 1 sq cm,,N1,,,
Q4194,,Novachor 1 sq cm,,N1,,,
Q4195,,Puraply 1 sq cm,,N1,,,
Q4196,,Puraply am 1 sq cm,,N1,,,
Q4197,,Puraply xt 1 sq cm,,N1,,,
Q4198,,Genesis amnio membrane 1sqcm,,N1,,,
Q4199,,"Cygnus matrix, per sq cm",,N1,,,
Q4200,,Skin te 1 sq cm,,N1,,,
Q4201,,Matrion 1 sq cm,,N1,,,
Q4202,,"Keroxx (2.5g/cc), 1cc",,N1,,,
Q4203,,"Derma-gide, 1 sq cm",,N1,,,
Q4204,,Xwrap 1 sq cm,,N1,,,
Q4205,,Membrane graft or wrap sq cm,,N1,,,
Q4206,,Fluid flow or fluid gf 1 cc,,N1,,,
Q4208,,Novafix per sq cm,,N1,,,
Q4209,,Surgraft per sq cm,,N1,,,
Q4211,,Amnion bio or axobio sq cm,,N1,,,
Q4212,,"Allogen, per cc",,N1,,,
Q4213,,"Ascent, 0.5 mg",,N1,,,
Q4214,,Cellesta cord per sq cm,,N1,,,
Q4215,,"Axolotl ambient, cryo 0.1 mg",,N1,,,
Q4216,,Artacent cord per sq cm,,N1,,,
Q4217,,Woundfix biowound plus xplus,,N1,,,
Q4218,,Surgicord per sq cm,,N1,,,
Q4219,,Surgigraft dual per sq cm,,N1,,,
Q4220,,"Bellacell hd, surederm sq cm",,N1,,,
Q4221,,Amniowrap2 per sq cm,,N1,,,
Q4222,,"Progenamatrix, per sq cm",,N1,,,
Q4224,,Hhf10-p per sq cm,,N1,,,
Q4225,,"Amnio or derma tl, per sq cm",,N1,,,
Q4226,,Myown harv prep proc sq cm,,N1,,,
Q4227,,Amniocore per sq cm,,N1,,,
Q4229,,Cogenex amnio memb per sq cm,,N1,,,
Q4230,,Cogenex flow amnion 0.5 cc,,N1,,,
Q4231,,"Corplex p, per cc",,D5,,,
Q4232,,"Corplex, per sq cm",,N1,,,
Q4233,,Surfactor /nudyn per 0.5 cc,,N1,,,
Q4234,,"Xcellerate, per sq cm",,N1,,,
Q4235,,Amniorepair or altiply sq cm,,N1,,,
Q4236,,Carepatch per sq cm,,N1,,,
Q4237,,"Cryo-cord, per sq cm",,N1,,,
Q4238,,"Derm-maxx, per sq cm",,N1,,,
Q4239,,Amnio-maxx or lite per sq cm,,N1,,,
Q4240,,Corecyte topical only 0.5 cc,,N1,,,
Q4241,,"Polycyte, topical only 0.5cc",,N1,,,
Q4242,,"Amniocyte plus, per 0.5 cc",,N1,,,
Q4245,,"Amniotext, per cc",,N1,,,
Q4246,,"Coretext or protext, per cc",,N1,,,
Q4247,,"Amniotext patch, per sq cm",,N1,,,
Q4248,,Dermacyte amn mem allo sq cm,,N1,,,
Q4249,,"Amniply, per sq cm",,N1,,,
Q4250,,Amnioamp-mp per sq cm,,N1,,,
Q4251,,"Vim, per square centimeter",,N1,,,
Q4252,,"Vendaje, per square centimet",,N1,,,
Q4253,,Zenith amniotic membrane psc,,N1,,,
Q4254,,Novafix dl per sq cm,,N1,,,
Q4255,,"Reguard, topical use per sq",,N1,,,
Q4256,,"Mlg complet, per sq cm",,N1,,,
Q4257,,"Relese, per sq cm",,N1,,,
Q4258,,"Enverse, per sq cm",,N1,,,
Q4259,,Celera per sq cm,,N1,,,
Q4260,,"Signature apatch, per sq cm",,N1,,,
Q4261,,"Tag, per square centimeter",,N1,,,
Q4262,,"Dual layer impax, per sq cm",,N1,,,
Q4263,,"Surgraft tl, per sq cm",,N1,,,
Q4264,,"Cocoon membrane, per sq cm",,N1,,,
Q4265,,Neostim tl per sq cm,,N1,,,
Q4266,,Neostim per sq cm,,N1,,,
Q4267,,Neostim dl per sq cm,,N1,,,
Q4268,,Surgraft ft per sq cm,,N1,,,
Q4269,,Surgraft xt per sq cm,,N1,,,
Q4270,,Complete sl per sq cm,,N1,,,
Q4271,,Complete ft per sq cm,,N1,,,
Q4272,,"Esano a, per sq cm",,N1,,,
Q4273,,"Esano aaa, per sq cm",,N1,,,
Q4274,,"Esano ac, per sq cm",,N1,,,
Q4275,,"Esano aca, per sq cm",,N1,,,
Q4276,,"Orion, per sq cm",,N1,,,
Q4278,,"Epieffect, per sq cm",,N1,,,
Q4279,,"Vendaje ac, per sq cm",,N1,,,
Q4280,,Xcell amnio matrix per sq cm,,N1,,,
Q4281,,Barrera slor dl per sq cm,,N1,,,
Q4282,,Cygnus dual per sq cm,,N1,,,
Q4283,,"Biovance tri or 3l, sq cm",,N1,,,
Q4284,,"Dermabind sl, per sq cm",,N1,,,
Q4285,,Nudyn dl or dl mesh pr sq cm,,N1,,,
Q4286,,"Nudyn sl or slw, per sq cm",,N1,,,
Q4287,,"Dermabind dl, per sq cm",,N1,,,
Q4288,,"Dermabind ch, per sq cm",,N1,,,
Q4289,,"Revoshield+ amnio, per sq cm",,N1,,,
Q4290,,Membrane wrap hydr per sq cm,,N1,,,
Q4291,,"Lamellas xt, per sq cm",,N1,,,
Q4292,,"Lamellas, per sq cm",,N1,,,
Q4293,,"Acesso dl, per sq cm",,N1,,,
Q4294,,"Amnio quad-core, per sq cm",,N1,,,
Q4295,,"Amnio tri-core, per sq cm",,N1,,,
Q4296,,"Rebound matrix, per sq cm",,N1,,,
Q4297,,"Emerge matrix, per sq cm",,N1,,,
Q4298,,"Amnicore pro, per sq cm",,N1,,,
Q4299,,"Amnicore pro+, per sq cm",,N1,,,
Q4300,,"Acesso tl, per sq cm",,N1,,,
Q4301,,"Activate matrix, per sq cm",,N1,,,
Q4302,,"Complete aca, per sq cm",,N1,,,
Q4303,,"Complete aa, per sq cm",,N1,,,
Q4304,,"Grafix plus, per sq cm",,N1,,,
Q4305,,Amer am ac tri-lay per sq cm,,N1,,,
Q4306,,Americ amnion ac per sq cm,,N1,,,
Q4307,,"American amnion, per sq cm",,N1,,,
Q4308,,"Sanopellis, per sq cm",,N1,,,
Q4309,,"Via matrix, per sq cm",,N1,,,
Q4310,,"Procenta, per 100 mg",,N1,,,
Q4311,,"Acesso, per sq cm",,N1,,,
Q4312,,"Acesso ac, per sq cm",,N1,,,
Q4313,,"Dermabind fm, per sq cm",,N1,,,
Q4314,,"Reeva, per sq cm",,N1,,,
Q4315,,Regenelink amniotic mem allo,,N1,,,
Q4316,,"Amchoplast, per sq cm",,N1,,,
Q4317,,"Vitograft, per sq cm",,N1,,,
Q4318,,"E-graft, per sq cm",,N1,,,
Q4319,,"Sanograft, per sq cm",,N1,,,
Q4320,,"Pellograft, per sq cm",,N1,,,
Q4321,,"Renograft, per sq cm",,N1,,,
Q4322,,"Caregraft, per sq cm",,N1,,,
Q4323,,"Alloply, per sq cm",,N1,,,
Q4324,,"Amniotx, per sq cm",,N1,,,
Q4325,,"Acapatch, per sq cm",,N1,,,
Q4326,,"Woundplus, per sq cm",,N1,,,
Q4327,,"Duoamnion, per sq cm",,N1,,,
Q4328,,"Most, per sq cm",,N1,,,
Q4329,,"Singlay, per sq cm",,N1,,,
Q4330,,"Total, per sq cm",,N1,,,
Q4331,,"Axolotl graft, per sq cm",,N1,,,
Q4332,,"Axolotl dualgraft, per sq cm",,N1,,,
Q4333,,"Ardeograft, per sq cm",,N1,,,
Q4334,,"Amnioplast 1, per sq cm",,N1,,,
Q4335,,"Amnioplast 2, per sq cm",,N1,,,
Q4336,,"Artecent c, per sq cm",,N1,,,
Q4337,,"Artecent trident, per sq cm",,N1,,,
Q4338,,"Artacent velos, per sq cm",,N1,,,
Q4339,,"Artacent vericlen, per sq cm",,N1,,,
Q4340,,"Simpligraft, per sq cm",,N1,,,
Q4341,,"Simplimax, per sq cm",,N1,,,
Q4342,,"Theramend, per sq cm",,N1,,,
Q4343,,Dermacyte ac matrx per sq cm,,N1,,,
Q4344,,"Tri membrane wrap, per sq cm",,N1,,,
Q4345,,Matrix hd allogrft per sq cm,,N1,,,
Q4346,,Shelter dm matrix per sq cm,,N1,,,
Q4347,,Rampart dl matrix per sq cm,,N1,,,
Q4348,,Sentry sl matrix per sq cm,,N1,,,
Q4349,,Mantle dl matrix per sq cm,,N1,,,
Q4350,,Palisade dm matrix per sq cm,,N1,,,
Q4351,,"Enclose tl matrix, per sq cm",,N1,,,
Q4352,,"Overlay sl matrix, per sq cm",,N1,,,
Q4353,,Xceed tl matrix per sq cm,,N1,,,
