Addendum AA -- ASC Covered Surgical Procedures for CY 2023                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2022 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2022 American Dental Association.  All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting,July 2023  Payment Indicator,July 2023  Payment Weight  ,July 2023 Payment Rate 
15731,,Forehead flap w/vasc pedicle,Y,A2,32.6616,"$1,693.63 "
15733,,Musc myoq/fscq flp h&n pedcl,Y,A2,32.6616,"$1,693.63 "
15734,,Muscle-skin graft trunk,Y,A2,32.6616,"$1,693.63 "
15736,,Muscle-skin graft arm,Y,A2,17.3282,$898.54 
15738,,Muscle-skin graft leg,Y,A2,32.6616,"$1,693.63 "
15740,,Island pedicle flap graft,Y,A2,17.3282,$898.54 
15750,,Neurovascular pedicle flap,Y,A2,32.6616,"$1,693.63 "
15760,,Composite skin graft,Y,A2,17.3282,$898.54 
15769,,Grfg autol soft tiss dir exc,Y,G2,32.6616,"$1,693.63 "
15770,,Derma-fat-fascia graft,Y,A2,32.6616,"$1,693.63 "
15771,,Grfg autol fat lipo 50 cc/<,Y,G2,32.6616,"$1,693.63 "
15773,,Grfg autol fat lipo 25 cc/<,Y,G2,17.3282,$898.54 
15775,,Hair trnspl 1-15 punch grfts,Y,A2,3.7457,$194.23 
15776,,Hair trnspl >15 punch grafts,Y,A2,3.7457,$194.23 
15777,,Acellular derm matrix implt,N,N1,,
15780,,Dermabrasion total face,Y,P3,,$532.03 
15781,,Dermabrasion segmental face,Y,P2,6.5159,$337.88 
15782,,Dermabrasion other than face,Y,P3,,$327.01 
15783,,Dermabrasion suprfl any site,Y,P2,3.7457,$194.23 
15786,,Abrasion lesion single,N,N1,,
15787,,Abrasion lesions add-on,N,N1,,
15788,,Chemical peel face epiderm,N,N1,,
15789,,Chemical peel face dermal,Y,P2,5.8329,$302.46 
15792,,Chemical peel nonfacial,N,N1,,
15793,,Chemical peel nonfacial,N,N1,,
15819,,Plastic surgery neck,Y,G2,17.3282,$898.54 
15820,,Revision of lower eyelid,Y,A2,17.3282,$898.54 
15821,,Revision of lower eyelid,Y,A2,17.3282,$898.54 
15822,,Revision of upper eyelid,Y,A2,17.3282,$898.54 
15823,,Revision of upper eyelid,Y,A2,17.3282,$898.54 
15824,,Removal of forehead wrinkles,Y,A2,17.3282,$898.54 
15825,,Removal of neck wrinkles,Y,A2,32.6616,"$1,693.63 "
15826,,Removal of brow wrinkles,Y,A2,32.6616,"$1,693.63 "
15828,,Removal of face wrinkles,Y,A2,32.6616,"$1,693.63 "
15829,,Removal of skin wrinkles,Y,A2,32.6616,"$1,693.63 "
15830,,Exc skin abd,Y,A2,46.4570,"$2,408.98 "
15832,,Excise excessive skin thigh,Y,A2,20.6808,"$1,072.38 "
15833,,Excise excessive skin leg,Y,A2,20.6808,"$1,072.38 "
15834,,Excise excessive skin hip,Y,A2,20.6808,"$1,072.38 "
15835,,Excise excessive skin buttck,Y,A2,20.6808,"$1,072.38 "
15836,,Excise excessive skin arm,Y,A2,20.6808,"$1,072.38 "
15837,,Excise excess skin arm/hand,Y,G2,20.6808,"$1,072.38 "
15838,,Excise excess skin fat pad,Y,G2,20.6808,"$1,072.38 "
15839,,Excise excess skin & tissue,Y,A2,20.6808,"$1,072.38 "
15840,,Nerve palsy fascial graft,Y,A2,32.6616,"$1,693.63 "
15841,,Nerve palsy muscle graft,Y,A2,32.6616,"$1,693.63 "
15842,,Nerve palsy microsurg graft,Y,G2,17.3282,$898.54 
15845,,Skin and muscle repair face,Y,A2,32.6616,"$1,693.63 "
15847,,Exc skin abd add-on,N,N1,,
15851,,Removal sutr/staple req anes,Y,P3,,$15.93 
15852,,Dressing change not for burn,N,N1,,
15860,,Test for blood flow in graft,N,N1,,
15876,,Suction lipectomy head&neck,Y,A2,32.6616,"$1,693.63 "
15877,,Suction lipectomy trunk,Y,A2,32.6616,"$1,693.63 "
15878,,Suction lipectomy upr extrem,Y,A2,17.3282,$898.54 
15879,,Suction lipectomy lwr extrem,Y,A2,32.6616,"$1,693.63 "
15920,,Removal of tail bone ulcer,Y,A2,20.6808,"$1,072.38 "
15922,,Removal of tail bone ulcer,Y,A2,32.6616,"$1,693.63 "
15931,,Remove sacrum pressure sore,Y,A2,20.6808,"$1,072.38 "
15933,,Remove sacrum pressure sore,Y,A2,20.6808,"$1,072.38 "
15934,,Remove sacrum pressure sore,Y,A2,32.6616,"$1,693.63 "
15935,,Remove sacrum pressure sore,Y,A2,32.6616,"$1,693.63 "
15936,,Remove sacrum pressure sore,Y,A2,17.3282,$898.54 
15937,,Remove sacrum pressure sore,Y,A2,17.3282,$898.54 
15940,,Remove hip pressure sore,Y,A2,20.6808,"$1,072.38 "
15941,,Remove hip pressure sore,Y,A2,20.6808,"$1,072.38 "
15944,,Remove hip pressure sore,Y,A2,32.6616,"$1,693.63 "
15945,,Remove hip pressure sore,Y,A2,17.3282,$898.54 
15946,,Remove hip pressure sore,Y,A2,17.3282,$898.54 
15950,,Remove thigh pressure sore,Y,A2,12.2852,$637.04 
15951,,Remove thigh pressure sore,Y,A2,20.6808,"$1,072.38 "
15952,,Remove thigh pressure sore,Y,A2,17.3282,$898.54 
15953,,Remove thigh pressure sore,Y,A2,32.6616,"$1,693.63 "
15956,,Remove thigh pressure sore,Y,A2,17.3282,$898.54 
15958,,Remove thigh pressure sore,Y,A2,32.6616,"$1,693.63 "
16000,,Initial treatment of burn(s),N,N1,,
16020,,Dress/debrid p-thick burn s,N,N1,,
16025,,Dress/debrid p-thick burn m,Y,A2,1.8131,$94.02 
16030,,Dress/debrid p-thick burn l,Y,A2,3.7457,$194.23 
16035,,Incision of burn scab initi,Y,G2,3.7457,$194.23 
17000,,Destruct premalg lesion,N,N1,,
17003,,Destruct premalg les 2-14,N,N1,,
17004,,Destroy premal lesions 15/>,Y,P3,,$119.62 
17106,,Destruction of skin lesions,Y,P2,3.7457,$194.23 
17107,,Destruction of skin lesions,Y,P3,,$271.10 
17108,,Destruction of skin lesions,Y,P3,,$353.78 
17110,,Destruct b9 lesion 1-14,N,N1,,
17111,,Destruct lesion 15 or more,N,N1,,
17250,,Chem caut of granltj tissue,N,N1,,
17260,,Destruction of skin lesions,N,N1,,
17261,,Destruction of skin lesions,N,N1,,
17262,,Destruction of skin lesions,N,N1,,
17263,,Destruction of skin lesions,N,N1,,
17264,,Destruction of skin lesions,Y,P3,,$135.89 
17266,,Destruction of skin lesions,Y,P3,,$150.12 
17270,,Destruction of skin lesions,Y,P2,1.8131,$94.02 
17271,,Destruction of skin lesions,Y,P2,1.8131,$94.02 
17272,,Destruction of skin lesions,N,N1,,
17273,,Destruction of skin lesions,Y,P3,,$133.85 
17274,,Destruction of skin lesions,Y,P3,,$150.12 
17276,,Destruction of skin lesions,Y,P3,,$166.73 
17280,,Destruction of skin lesions,N,N1,,
17281,,Destruction of skin lesions,Y,P3,,$116.57 
17282,,Destruction of skin lesions,Y,P3,,$130.80 
17283,,Destruction of skin lesions,Y,P3,,$146.39 
17284,,Destruction of skin lesions,Y,P3,,$160.63 
17286,,Destruction of skin lesions,Y,P3,,$191.12 
17311,,Mohs 1 stage h/n/hf/g,Y,P2,5.8329,$302.46 
17312,,Mohs addl stage,N,N1,,
17313,,Mohs 1 stage t/a/l,Y,P2,5.8329,$302.46 
17314,,Mohs addl stage t/a/l,N,N1,,
17315,,Mohs surg addl block,N,N1,,
17340,,Cryotherapy of skin,N,N1,,
17360,,Skin peel therapy,N,N1,,
17380,,Hair removal by electrolysis,Y,R2,5.8329,$302.46 
19000,,Drainage of breast lesion,Y,P3,,$71.50 
19001,,Drain breast lesion add-on,N,N1,,
19020,,Incision of breast lesion,Y,A2,12.2852,$637.04 
19030,,Injection for breast x-ray,N,N1,,
19081,,Bx breast 1st lesion strtctc,Y,G2,12.2852,$637.04 
19082,,Bx breast add lesion strtctc,N,N1,,
19083,,Bx breast 1st lesion us imag,Y,G2,12.2852,$637.04 
19084,,Bx breast add lesion us imag,N,N1,,
19085,,Bx breast 1st lesion mr imag,Y,G2,12.2852,$637.04 
19086,,Bx breast add lesion mr imag,N,N1,,
19100,,Bx breast percut w/o image,Y,A2,12.2852,$637.04 
19101,,Biopsy of breast open,Y,A2,25.0452,"$1,298.69 "
19105,,Cryosurg ablate fa each,Y,P2,25.0452,"$1,298.69 "
19110,,Nipple exploration,Y,A2,25.0452,"$1,298.69 "
19112,,Excise breast duct fistula,Y,A2,25.0452,"$1,298.69 "
19120,,Removal of breast lesion,Y,A2,25.0452,"$1,298.69 "
19125,,Excision breast lesion,Y,A2,25.0452,"$1,298.69 "
19126,,Excision addl breast lesion,N,N1,,
19281,,Perq device breast 1st imag,N,N1,,
19282,,Perq device breast ea imag,N,N1,,
19283,,Perq dev breast 1st strtctc,N,N1,,
19284,,Perq dev breast add strtctc,N,N1,,
19285,,Perq dev breast 1st us imag,N,N1,,
19286,,Perq dev breast add us imag,N,N1,,
19287,,Perq dev breast 1st mr guide,N,N1,,
19288,,Perq dev breast add mr guide,N,N1,,
19294,,Prepj tum cav iort prtl mast,N,N1,,
19296,,Place po breast cath for rad,Y,J8,82.5709,"$4,281.63 "
19297,,Place breast cath for rad,N,N1,,
19298,,Place breast rad tube/caths,Y,J8,75.3816,"$3,908.84 "
19300,,Removal of breast tissue,Y,A2,25.0452,"$1,298.69 "
19301,,Partial mastectomy,Y,A2,25.0452,"$1,298.69 "
19302,,P-mastectomy w/ln removal,Y,A2,46.4570,"$2,408.98 "
19303,,Mast simple complete,Y,A2,46.4570,"$2,408.98 "
19307,,Mast mod rad,Y,G2,46.4570,"$2,408.98 "
19316,,Suspension of breast,Y,A2,46.4570,"$2,408.98 "
19318,,Breast reduction,Y,A2,46.4570,"$2,408.98 "
19325,,Breast augmentation w/implt,Y,G2,54.6893,"$2,835.86 "
19328,,Rmvl intact breast implant,N,A2,25.0452,"$1,298.69 "
19330,,Rmvl ruptured breast implant,N,A2,25.0452,"$1,298.69 "
19340,,Insj breast implt sm d mast,Y,A2,46.4570,"$2,408.98 "
19342,,Insj/rplcmt brst implt sep d,Y,A2,54.6893,"$2,835.86 "
19350,,Breast reconstruction,Y,A2,25.0452,"$1,298.69 "
19355,,Correct inverted nipple(s),Y,A2,25.0452,"$1,298.69 "
19357,,Tiss xpndr plmt brst rcnstj,Y,J8,103.2775,"$5,355.35 "
19370,,Revj peri-implt capsule brst,Y,A2,25.0452,"$1,298.69 "
19371,,Peri-implt capslc brst compl,Y,A2,25.0452,"$1,298.69 "
19380,,Revj reconstructed breast,Y,A2,46.4570,"$2,408.98 "
19396,,Design custom breast implant,Y,G2,25.0452,"$1,298.69 "
20103,,Explore wound extremity,Y,G2,12.2852,$637.04 
20150,,Excise epiphyseal bar,Y,G2,27.2829,"$1,414.73 "
20200,,Muscle biopsy,Y,A2,12.2852,$637.04 
20205,,Deep muscle biopsy,Y,A2,20.6808,"$1,072.38 "
20206,,Needle biopsy muscle,Y,A2,12.2852,$637.04 
20220,,Bone biopsy trocar/needle,Y,A2,12.2852,$637.04 
20225,,Bone biopsy trocar/needle,Y,A2,12.2852,$637.04 
20240,,Bone biopsy open superficial,Y,A2,20.6808,"$1,072.38 "
20245,,Bone biopsy open deep,Y,A2,20.6808,"$1,072.38 "
20250,,Open bone biopsy,Y,J8,37.2507,"$1,931.60 "
20251,,Open bone biopsy,Y,A2,60.5101,"$3,137.69 "
20500,,Injection of sinus tract,Y,J8,15.4063,$798.88 
20501,,Inject sinus tract for x-ray,N,N1,,
20520,,Removal of foreign body,Y,P3,,$147.07 
20525,,Removal of foreign body,Y,A2,20.6808,"$1,072.38 "
20526,,Ther injection carp tunnel,Y,P3,,$45.41 
20527,,Inj dupuytren cord w/enzyme,Y,P3,,$48.80 
20550,,Inj tendon sheath/ligament,Y,P3,,$29.82 
20551,,Inj tendon origin/insertion,Y,P3,,$29.82 
20552,,Inj trigger point 1/2 muscl,Y,P3,,$28.47 
20553,,Inject trigger points 3/>,Y,P3,,$33.21 
20555,,Place ndl musc/tis for rt,Y,J8,35.1105,"$1,820.62 "
20600,,Drain/inj joint/bursa w/o us,Y,P3,,$28.47 
20604,,Drain/inj joint/bursa w/us,Y,P3,,$49.81 
20605,,Drain/inj joint/bursa w/o us,Y,P3,,$29.48 
20606,,Drain/inj joint/bursa w/us,Y,P3,,$52.53 
20610,,Drain/inj joint/bursa w/o us,Y,P3,,$34.56 
20611,,Drain/inj joint/bursa w/us,Y,P3,,$58.29 
20612,,Aspirate/inj ganglion cyst,Y,P3,,$37.95 
20615,,Treatment of bone cyst,Y,P3,,$168.42 
20650,,Insert and remove bone pin,Y,A2,27.2829,"$1,414.73 "
20662,,Application of pelvis brace,Y,R2,14.4363,$748.58 
20663,,Application of thigh brace,Y,R2,27.2829,"$1,414.73 "
20665,,Removal of fixation device,N,G2,3.7909,$196.57 
20670,,Removal of support implant,N,A2,12.2852,$637.04 
20680,,Removal of support implant,N,A2,20.6808,"$1,072.38 "
20690,,Apply bone fixation device,Y,J8,85.0914,"$4,412.33 "
20692,,Apply bone fixation device,Y,J8,174.3291,"$9,039.66 "
20693,,Adjust bone fixation device,Y,A2,60.5101,"$3,137.69 "
20694,,Remove bone fixation device,N,A2,14.4363,$748.58 
20696,,Comp multiplane ext fixation,Y,J8,256.4900,"$13,300.03 "
20697,,Comp ext fixate strut change,Y,P2,14.4363,$748.58 
20700,,Mnl prep&insj dp rx dlvr dev,N,N1,,
20822,,Replantation digit complete,Y,G2,14.4363,$748.58 
20900,,Removal of bone for graft,Y,J8,83.1135,"$4,309.77 "
20902,,Removal of bone for graft,Y,A2,60.5101,"$3,137.69 "
20910,,Remove cartilage for graft,Y,A2,5.8329,$302.46 
20912,,Remove cartilage for graft,Y,A2,32.6616,"$1,693.63 "
20920,,Removal of fascia for graft,Y,A2,17.3282,$898.54 
20922,,Removal of fascia for graft,Y,A2,17.3282,$898.54 
20924,,Removal of tendon for graft,Y,J8,78.6620,"$4,078.94 "
20930,,Sp bone algrft morsel add-on,N,N1,,
20931,,Sp bone algrft struct add-on,N,N1,,
20932,,Osteoart algrft w/surf & b1,N,N1,,
20933,,Hemicrt intrclry algrft prtl,N,N1,,
20934,,Intercalary algrft compl,N,N1,,
20936,,Sp bone agrft local add-on,N,N1,,
20937,,Sp bone agrft morsel add-on,N,N1,,
20938,,Sp bone agrft struct add-on,N,N1,,
20939,,Bone marrow aspir bone grfg,N,N1,,
20950,,Fluid pressure muscle,Y,G2,6.5159,$337.88 
20972,,Bone/skin graft metatarsal,Y,G2,60.5101,"$3,137.69 "
20973,,Bone/skin graft great toe,Y,R2,60.5101,"$3,137.69 "
20975,,Electrical bone stimulation,N,N1,,
20979,,Us bone stimulation,N,N1,,
20982,,Ablate bone tumor(s) perq,Y,J8,77.3024,"$4,008.44 "
20983,,Ablate bone tumor(s) perq,Y,J8,84.5956,"$4,386.62 "
20985,,Cptr-asst dir ms px,N,N1,,
21010,,Incision of jaw joint,Y,A2,22.1520,"$1,148.67 "
21011,,Exc face les sc <2 cm,Y,P3,,$262.63 
21012,,Exc face les sbq 2 cm/>,Y,R2,12.2852,$637.04 
21013,,Exc face tum deep < 2 cm,Y,P3,,$331.42 
21014,,Exc face tum deep 2 cm/>,Y,R2,20.6808,"$1,072.38 "
21015,,Resect face/scalp tum < 2 cm,Y,G2,20.6808,"$1,072.38 "
21016,,Resect face/scalp tum 2 cm/>,Y,G2,20.6808,"$1,072.38 "
21025,,Excision of bone lower jaw,Y,A2,49.1622,"$2,549.26 "
21026,,Excision of facial bone(s),Y,A2,49.1622,"$2,549.26 "
21029,,Contour of face bone lesion,Y,A2,22.1520,"$1,148.67 "
21030,,Excise max/zygoma b9 tumor,Y,P3,,$283.97 
21031,,Remove exostosis mandible,Y,P3,,$266.01 
21032,,Remove exostosis maxilla,Y,P3,,$251.78 
21034,,Excise max/zygoma mal tumor,Y,A2,49.1622,"$2,549.26 "
21040,,Excise mandible lesion,Y,A2,22.1520,"$1,148.67 "
21044,,Removal of jaw bone lesion,Y,A2,49.1622,"$2,549.26 "
21046,,Remove mandible cyst complex,Y,A2,49.1622,"$2,549.26 "
21047,,Excise lwr jaw cyst w/repair,Y,A2,49.1622,"$2,549.26 "
21048,,Remove maxilla cyst complex,Y,R2,49.1622,"$2,549.26 "
21050,,Removal of jaw joint,Y,A2,49.1622,"$2,549.26 "
21060,,Remove jaw joint cartilage,Y,A2,49.1622,"$2,549.26 "
21070,,Remove coronoid process,Y,A2,49.1622,"$2,549.26 "
21073,,Mnpj of tmj w/anesth,Y,P3,,$252.12 
21076,,Prepare face/oral prosthesis,Y,P3,,$372.08 
21077,,Prepare face/oral prosthesis,Y,P3,,$883.10 
21079,,Prepare face/oral prosthesis,Y,P3,,$632.67 
21080,,Prepare face/oral prosthesis,Y,P3,,$748.91 
21081,,Prepare face/oral prosthesis,Y,P3,,$700.79 
21082,,Prepare face/oral prosthesis,Y,P3,,$656.73 
21083,,Prepare face/oral prosthesis,Y,P3,,$650.97 
21084,,Prepare face/oral prosthesis,Y,P3,,$724.85 
21085,,Prepare face/oral prosthesis,Y,P2,2.0866,$108.20 
21086,,Prepare face/oral prosthesis,Y,P3,,$663.85 
21087,,Prepare face/oral prosthesis,Y,P3,,$663.85 
21088,,Prepare face/oral prosthesis,Y,R2,22.1520,"$1,148.67 "
21100,,Maxillofacial fixation,Y,A2,49.1622,"$2,549.26 "
21110,,Interdental fixation,N,P2,11.3944,$590.85 
21116,,Injection jaw joint x-ray,N,N1,,
21120,,Reconstruction of chin,Y,G2,49.1622,"$2,549.26 "
21121,,Reconstruction of chin,Y,A2,22.1520,"$1,148.67 "
21122,,Reconstruction of chin,Y,J8,63.1947,"$3,276.90 "
21123,,Reconstruction of chin,Y,A2,22.1520,"$1,148.67 "
21125,,Augmentation lower jaw bone,Y,A2,49.1622,"$2,549.26 "
21127,,Augmentation lower jaw bone,Y,J8,65.9695,"$3,420.78 "
21137,,Reduction of forehead,Y,G2,22.1520,"$1,148.67 "
21138,,Reduction of forehead,Y,G2,49.1622,"$2,549.26 "
21139,,Reduction of forehead,Y,G2,49.1622,"$2,549.26 "
21150,,Lefort ii anterior intrusion,Y,J8,63.1947,"$3,276.90 "
21181,,Contour cranial bone lesion,Y,A2,49.1622,"$2,549.26 "
21198,,Reconstr lwr jaw segment,Y,R2,49.1622,"$2,549.26 "
21199,,Reconstr lwr jaw w/advance,Y,J8,63.3938,"$3,287.22 "
21206,,Reconstruct upper jaw bone,Y,A2,49.1622,"$2,549.26 "
21208,,Augmentation of facial bones,Y,P3,,"$1,249.08 "
21209,,Reduction of facial bones,Y,A2,49.1622,"$2,549.26 "
21210,,Face bone graft,Y,J8,75.6428,"$3,922.38 "
21215,,Lower jaw bone graft,Y,J8,63.0000,"$3,266.80 "
21230,,Rib cartilage graft,Y,A2,49.1622,"$2,549.26 "
21235,,Ear cartilage graft,Y,A2,49.1622,"$2,549.26 "
21240,,Reconstruction of jaw joint,Y,A2,49.1622,"$2,549.26 "
21242,,Reconstruction of jaw joint,Y,A2,49.1622,"$2,549.26 "
21243,,Reconstruction of jaw joint,Y,J8,299.5362,"$15,532.15 "
21244,,Reconstruction of lower jaw,Y,J8,70.8854,"$3,675.69 "
21245,,Reconstruction of jaw,Y,J8,63.1947,"$3,276.90 "
21246,,Reconstruction of jaw,Y,A2,49.1622,"$2,549.26 "
21248,,Reconstruction of jaw,Y,A2,49.1622,"$2,549.26 "
21249,,Reconstruction of jaw,Y,A2,49.1622,"$2,549.26 "
21260,,Revise eye sockets,Y,G2,49.1622,"$2,549.26 "
21267,,Revise eye sockets,Y,J8,84.8860,"$4,401.68 "
21270,,Augmentation cheek bone,Y,A2,49.1622,"$2,549.26 "
21275,,Revision orbitofacial bones,Y,G2,49.1622,"$2,549.26 "
21280,,Revision of eyelid,Y,A2,22.1520,"$1,148.67 "
21282,,Revision of eyelid,Y,A2,22.1520,"$1,148.67 "
21295,,Revision of jaw muscle/bone,Y,A2,11.3944,$590.85 
21296,,Revision of jaw muscle/bone,Y,A2,22.1520,"$1,148.67 "
21315,,Clsd tx nsl fx mnpj wo stblj,Y,A2,11.3944,$590.85 
21320,,Clsd tx nsl fx w/mnpj&stablj,Y,A2,22.1520,"$1,148.67 "
21325,,Open tx nose fx uncomplicatd,Y,A2,22.1520,"$1,148.67 "
21330,,Open tx nose fx w/skele fixj,Y,A2,49.1622,"$2,549.26 "
21335,,Open tx nose & septal fx,Y,A2,22.1520,"$1,148.67 "
21336,,Open tx septal fx w/wo stabj,Y,A2,27.2829,"$1,414.73 "
21337,,Closed tx septal&nose fx,Y,A2,22.1520,"$1,148.67 "
21338,,Open nasoethmoid fx w/o fixj,Y,J8,70.4283,"$3,651.99 "
21339,,Open nasoethmoid fx w/ fixj,Y,A2,49.1622,"$2,549.26 "
21340,,Perq tx nasoethmoid fx,Y,A2,22.1520,"$1,148.67 "
21345,,Closed tx nose/jaw fx,Y,A2,11.3944,$590.85 
21355,,Perq tx malar fracture,Y,A2,22.1520,"$1,148.67 "
21356,,Opn tx dprsd zygomatic arch,Y,A2,49.1622,"$2,549.26 "
21360,,Opn tx dprsd malar fracture,Y,G2,49.1622,"$2,549.26 "
21365,,Opn tx complx malar fx,Y,J8,64.1272,"$3,325.25 "
21390,,Opn tx orbit periorbtl implt,Y,G2,49.1622,"$2,549.26 "
21400,,Closed tx orbit w/o manipulj,Y,A2,4.5866,$237.83 
21401,,Closed tx orbit w/manipulj,Y,J8,14.6731,$760.86 
21406,,Opn tx orbit fx w/o implant,Y,G2,49.1622,"$2,549.26 "
21407,,Opn tx orbit fx w/implant,Y,G2,49.1622,"$2,549.26 "
21421,,Treat mouth roof fracture,Y,A2,22.1520,"$1,148.67 "
21440,,Treat dental ridge fracture,Y,P3,,$572.69 
21445,,Treat dental ridge fracture,Y,J8,63.4437,"$3,289.81 "
21450,,Treat lower jaw fracture,Y,J8,6.4541,$334.67 
21451,,Treat lower jaw fracture,Y,A2,11.3944,$590.85 
21452,,Treat lower jaw fracture,Y,J8,63.8828,"$3,312.58 "
21453,,Treat lower jaw fracture,Y,J8,64.4168,"$3,340.27 "
21454,,Treat lower jaw fracture,Y,J8,63.5207,"$3,293.80 "
21461,,Treat lower jaw fracture,Y,J8,67.5765,"$3,504.11 "
21462,,Treat lower jaw fracture,Y,J8,65.6119,"$3,402.24 "
21465,,Treat lower jaw fracture,Y,A2,49.1622,"$2,549.26 "
21480,,Reset dislocated jaw,Y,A2,2.0785,$107.78 
21485,,Reset dislocated jaw,Y,A2,11.3944,$590.85 
21490,,Repair dislocated jaw,Y,A2,22.1520,"$1,148.67 "
21497,,Interdental wiring,Y,A2,11.3944,$590.85 
21501,,Drain neck/chest lesion,Y,A2,20.6808,"$1,072.38 "
21502,,Drain chest lesion,Y,A2,27.2829,"$1,414.73 "
21550,,Biopsy of neck/chest,Y,G2,12.2852,$637.04 
21552,,Exc neck les sc 3 cm/>,Y,G2,20.6808,"$1,072.38 "
21554,,Exc neck tum deep 5 cm/>,Y,G2,20.6808,"$1,072.38 "
21555,,Exc neck les sc < 3 cm,Y,G2,12.2852,$637.04 
21556,,Exc neck tum deep < 5 cm,Y,G2,20.6808,"$1,072.38 "
21557,,Resect neck thorax tumor<5cm,Y,G2,20.6808,"$1,072.38 "
21558,,Resect neck tumor 5 cm/>,Y,G2,20.6808,"$1,072.38 "
21600,,Partial removal of rib,Y,A2,60.5101,"$3,137.69 "
21610,,Partial removal of rib,Y,A2,27.2829,"$1,414.73 "
21685,,Hyoid myotomy & suspension,Y,J8,64.9510,"$3,367.97 "
21700,,Revision of neck muscle,Y,A2,60.5101,"$3,137.69 "
21720,,Revision of neck muscle,Y,A2,27.2829,"$1,414.73 "
21725,,Revision of neck muscle,Y,A2,6.5159,$337.88 
21820,,Treat sternum fracture,Y,A2,2.0785,$107.78 
21920,,Biopsy soft tissue of back,Y,P3,,$179.94 
21925,,Biopsy soft tissue of back,Y,A2,12.2852,$637.04 
21930,,Exc back les sc < 3 cm,Y,G2,12.2852,$637.04 
21931,,Exc back les sc 3 cm/>,Y,G2,12.2852,$637.04 
21932,,Exc back tum deep < 5 cm,Y,G2,20.6808,"$1,072.38 "
21933,,Exc back tum deep 5 cm/>,Y,G2,20.6808,"$1,072.38 "
21935,,Resect back tum < 5 cm,Y,G2,20.6808,"$1,072.38 "
21936,,Resect back tum 5 cm/>,Y,G2,20.6808,"$1,072.38 "
22102,,Remove part lumbar vertebra,Y,G2,60.5101,"$3,137.69 "
22103,,Remove extra spine segment,N,N1,,
22310,,Closed tx vert fx w/o manj,Y,A2,2.0785,$107.78 
22315,,Closed tx vert fx w/manj,Y,A2,27.2829,"$1,414.73 "
22505,,Manipulation of spine,Y,A2,14.4363,$748.58 
22510,,Perq cervicothoracic inject,Y,G2,27.2829,"$1,414.73 "
22511,,Perq lumbosacral injection,Y,G2,27.2829,"$1,414.73 "
22512,,Vertebroplasty addl inject,N,N1,,
22513,,Perq vertebral augmentation,Y,G2,60.5101,"$3,137.69 "
22514,,Perq vertebral augmentation,Y,G2,60.5101,"$3,137.69 "
22515,,Perq vertebral augmentation,N,N1,,
22551,,Arthrd ant ntrbdy cervical,Y,J8,176.1341,"$9,133.26 "
22552,,Arthrd ant ntrbd cervical ea,N,N1,,
22554,,Arthrd ant ntrbd min dsc crv,Y,J8,173.6666,"$9,005.31 "
22585,,Arthrd ant ntrbd min dsc ea,N,N1,,
22612,,Arthrd pst tq 1ntrspc lumbar,Y,J8,306.6462,"$15,900.83 "
22614,,Arthrd pst tq 1ntrspc ea add,N,N1,,
22840,,Insert spine fixation device,N,N1,,
22842,,Insert spine fixation device,N,N1,,
22845,,Insert spine fixation device,N,N1,,
22853,,Insj biomechanical device,N,N1,,
22854,,Insj biomechanical device,N,N1,,
22856,,Tot disc arthrp 1ntrspc crv,Y,J8,296.7435,"$15,387.34 "
22858,,Tot disc arthrp 2nd lvl crv,N,N1,,
22859,,Insj biomechanical device,N,N1,,
22867,,Insj stablj dev w/dcmprn,Y,J8,320.6827,"$16,628.68 "
22868,,Insj stablj dev w/dcmprn,N,N1,,
22869,,Insj stablj dev w/o dcmprn,Y,J8,211.3320,"$10,958.41 "
22870,,Insj stablj dev w/o dcmprn,N,N1,,
22900,,Exc abdl tum deep < 5 cm,Y,G2,20.6808,"$1,072.38 "
22901,,Exc abdl tum deep 5 cm/>,Y,G2,20.6808,"$1,072.38 "
22902,,Exc abd les sc < 3 cm,Y,G2,12.2852,$637.04 
22903,,Exc abd les sc 3 cm/>,Y,G2,20.6808,"$1,072.38 "
22904,,Radical resect abd tumor<5cm,Y,G2,20.6808,"$1,072.38 "
22905,,Rad resect abd tumor 5 cm/>,Y,G2,20.6808,"$1,072.38 "
23000,,Removal of calcium deposits,Y,A2,20.6808,"$1,072.38 "
23020,,Release shoulder joint,Y,A2,27.2829,"$1,414.73 "
23030,,Drain shoulder lesion,Y,A2,20.6808,"$1,072.38 "
23031,,Drain shoulder bursa,Y,A2,20.6808,"$1,072.38 "
23035,,Drain shoulder bone lesion,Y,A2,14.4363,$748.58 
23040,,Exploratory shoulder surgery,Y,A2,27.2829,"$1,414.73 "
23044,,Exploratory shoulder surgery,Y,A2,27.2829,"$1,414.73 "
23065,,Biopsy shoulder tissues,Y,P3,,$139.62 
23066,,Biopsy shoulder tissues,Y,A2,20.6808,"$1,072.38 "
23071,,Exc shoulder les sc 3 cm/>,Y,G2,12.2852,$637.04 
23073,,Exc shoulder tum deep 5 cm/>,Y,G2,20.6808,"$1,072.38 "
