Addendum AA -- ASC Covered Surgical Procedures for CY 2022                                                                                                      (Including Surgical Procedures for Which Payment is Packaged),,,,,,
"CPT codes and descriptions only are copyright 2021 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2021 American Dental Association.  All Rights Reserved. The existence or absence of a HCPCS code does not mean that an item or service is covered or non-covered. As a reminder, the fact that a drug, device, procedure, or service is assigned a HCPCS code and a payment rate under the OPPS does not imply coverage by the Medicare program, but indicates only how the product, procedure, or service may be paid if covered by the program. Medicare Administrative Contractors (MACs) determine whether a drug, device, procedure, or other service meets all program requirements for coverage. For example, MACs determine that it is reasonable and necessary to treat the beneficiary’s condition and whether it is excluded from payment.",,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting, Jan 2022 Payment Indicator, Jan 2022 Payment Weight  , Jan 2022 Payment Rate 
15278,,Skn sub grft f/n/hf/g ch add,N,N1,,
15570,,Skin pedicle flap trunk,Y,A2,17.7550,$886.26 
15572,,Skin pedicle flap arms/legs,Y,A2,36.5018,"$1,822.02 "
15574,,Pedcle fh/ch/ch/m/n/ax/g/h/f,Y,A2,17.7550,$886.26 
15576,,Pedicle e/n/e/l/ntroral,Y,A2,17.7550,$886.26 
15600,,Delay flap trunk,Y,A2,36.5018,"$1,822.02 "
15610,,Delay flap arms/legs,Y,A2,17.7550,$886.26 
15620,,Delay flap f/c/c/n/ax/g/h/f,Y,A2,17.7550,$886.26 
15630,,Delay flap eye/nos/ear/lip,Y,A2,17.7550,$886.26 
15650,,Transfer skin pedicle flap,Y,A2,17.7550,$886.26 
15730,,Mdfc flap w/prsrv vasc pedcl,Y,G2,36.5018,"$1,822.02 "
15731,,Forehead flap w/vasc pedicle,Y,A2,36.5018,"$1,822.02 "
15733,,Musc myoq/fscq flp h&n pedcl,Y,A2,36.5018,"$1,822.02 "
15734,,Muscle-skin graft trunk,Y,A2,36.5018,"$1,822.02 "
15736,,Muscle-skin graft arm,Y,A2,17.7550,$886.26 
15738,,Muscle-skin graft leg,Y,A2,36.5018,"$1,822.02 "
15740,,Island pedicle flap graft,Y,A2,17.7550,$886.26 
15750,,Neurovascular pedicle flap,Y,A2,36.5018,"$1,822.02 "
15760,,Composite skin graft,Y,A2,17.7550,$886.26 
15769,,Grfg autol soft tiss dir exc,Y,G2,36.5018,"$1,822.02 "
15770,,Derma-fat-fascia graft,Y,A2,36.5018,"$1,822.02 "
15771,,Grfg autol fat lipo 50 cc/<,Y,G2,36.5018,"$1,822.02 "
15773,,Grfg autol fat lipo 25 cc/<,Y,G2,17.7550,$886.26 
15775,,Hair trnspl 1-15 punch grfts,Y,A2,3.5830,$178.85 
15776,,Hair trnspl >15 punch grafts,Y,A2,3.5830,$178.85 
15777,,Acellular derm matrix implt,N,N1,,
15780,,Dermabrasion total face,Y,P3,,$531.21 
15781,,Dermabrasion segmental face,Y,P2,6.4508,$322.00 
15782,,Dermabrasion other than face,Y,P3,,$327.03 
15783,,Dermabrasion suprfl any site,Y,P2,3.5830,$178.85 
15786,,Abrasion lesion single,N,N1,,
15787,,Abrasion lesions add-on,N,N1,,
15788,,Chemical peel face epiderm,N,N1,,
15789,,Chemical peel face dermal,Y,P2,5.4291,$271.00 
15792,,Chemical peel nonfacial,N,N1,,
15793,,Chemical peel nonfacial,N,N1,,
15819,,Plastic surgery neck,Y,G2,17.7550,$886.26 
15820,,Revision of lower eyelid,Y,A2,17.7550,$886.26 
15821,,Revision of lower eyelid,Y,A2,17.7550,$886.26 
15822,,Revision of upper eyelid,Y,A2,17.7550,$886.26 
15823,,Revision of upper eyelid,Y,A2,17.7550,$886.26 
15824,,Removal of forehead wrinkles,Y,A2,17.7550,$886.26 
15825,,Removal of neck wrinkles,Y,A2,36.5018,"$1,822.02 "
15826,,Removal of brow wrinkles,Y,A2,36.5018,"$1,822.02 "
15828,,Removal of face wrinkles,Y,A2,36.5018,"$1,822.02 "
15829,,Removal of skin wrinkles,Y,A2,36.5018,"$1,822.02 "
15830,,Exc skin abd,Y,A2,46.2079,"$2,306.51 "
15832,,Excise excessive skin thigh,Y,A2,20.4143,"$1,019.00 "
15833,,Excise excessive skin leg,Y,A2,20.4143,"$1,019.00 "
15834,,Excise excessive skin hip,Y,A2,20.4143,"$1,019.00 "
15835,,Excise excessive skin buttck,Y,A2,20.4143,"$1,019.00 "
15836,,Excise excessive skin arm,Y,A2,20.4143,"$1,019.00 "
15837,,Excise excess skin arm/hand,Y,G2,20.4143,"$1,019.00 "
15838,,Excise excess skin fat pad,Y,G2,20.4143,"$1,019.00 "
15839,,Excise excess skin & tissue,Y,A2,20.4143,"$1,019.00 "
15840,,Nerve palsy fascial graft,Y,A2,36.5018,"$1,822.02 "
15841,,Nerve palsy muscle graft,Y,A2,36.5018,"$1,822.02 "
15842,,Nerve palsy microsurg graft,Y,G2,17.7550,$886.26 
15845,,Skin and muscle repair face,Y,A2,36.5018,"$1,822.02 "
15847,,Exc skin abd add-on,N,N1,,
15850,,Remove sutures same surgeon,Y,G2,5.4291,$271.00 
15851,,Remove sutures diff surgeon,Y,P3,,$77.86 
15852,,Dressing change not for burn,N,N1,,
15860,,Test for blood flow in graft,N,N1,,
15876,,Suction lipectomy head&neck,Y,A2,36.5018,"$1,822.02 "
15877,,Suction lipectomy trunk,Y,A2,36.5018,"$1,822.02 "
15878,,Suction lipectomy upr extrem,Y,A2,17.7550,$886.26 
15879,,Suction lipectomy lwr extrem,Y,A2,36.5018,"$1,822.02 "
15920,,Removal of tail bone ulcer,Y,A2,20.4143,"$1,019.00 "
15922,,Removal of tail bone ulcer,Y,A2,36.5018,"$1,822.02 "
15931,,Remove sacrum pressure sore,Y,A2,20.4143,"$1,019.00 "
15933,,Remove sacrum pressure sore,Y,A2,20.4143,"$1,019.00 "
15934,,Remove sacrum pressure sore,Y,A2,36.5018,"$1,822.02 "
15935,,Remove sacrum pressure sore,Y,A2,36.5018,"$1,822.02 "
15936,,Remove sacrum pressure sore,Y,A2,17.7550,$886.26 
15937,,Remove sacrum pressure sore,Y,A2,17.7550,$886.26 
15940,,Remove hip pressure sore,Y,A2,20.4143,"$1,019.00 "
15941,,Remove hip pressure sore,Y,A2,20.4143,"$1,019.00 "
15944,,Remove hip pressure sore,Y,A2,36.5018,"$1,822.02 "
15945,,Remove hip pressure sore,Y,A2,17.7550,$886.26 
15946,,Remove hip pressure sore,Y,A2,17.7550,$886.26 
15950,,Remove thigh pressure sore,Y,A2,12.1817,$608.06 
15951,,Remove thigh pressure sore,Y,A2,20.4143,"$1,019.00 "
15952,,Remove thigh pressure sore,Y,A2,17.7550,$886.26 
15953,,Remove thigh pressure sore,Y,A2,36.5018,"$1,822.02 "
15956,,Remove thigh pressure sore,Y,A2,17.7550,$886.26 
15958,,Remove thigh pressure sore,Y,A2,36.5018,"$1,822.02 "
16000,,Initial treatment of burn(s),N,N1,,
16020,,Dress/debrid p-thick burn s,N,N1,,
16025,,Dress/debrid p-thick burn m,Y,A2,1.8616,$92.92 
16030,,Dress/debrid p-thick burn l,Y,A2,3.5830,$178.85 
16035,,Incision of burn scab initi,Y,G2,3.5830,$178.85 
17000,,Destruct premalg lesion,N,N1,,
17003,,Destruct premalg les 2-14,N,N1,,
17004,,Destroy premal lesions 15/>,Y,P3,,$121.47 
17106,,Destruction of skin lesions,Y,P2,3.5830,$178.85 
17107,,Destruction of skin lesions,Y,P3,,$269.93 
17108,,Destruction of skin lesions,Y,P3,,$350.56 
17110,,Destruct b9 lesion 1-14,N,N1,,
17111,,Destruct lesion 15 or more,N,N1,,
17250,,Chem caut of granltj tissue,N,N1,,
17260,,Destruction of skin lesions,N,N1,,
17261,,Destruction of skin lesions,N,N1,,
17262,,Destruction of skin lesions,N,N1,,
17263,,Destruction of skin lesions,N,N1,,
17264,,Destruction of skin lesions,Y,P3,,$136.35 
17266,,Destruction of skin lesions,Y,P3,,$150.19 
17270,,Destruction of skin lesions,Y,P2,1.8616,$92.92 
17271,,Destruction of skin lesions,Y,P2,1.8616,$92.92 
17272,,Destruction of skin lesions,N,N1,,
17273,,Destruction of skin lesions,Y,P3,,$134.27 
17274,,Destruction of skin lesions,Y,P3,,$150.19 
17276,,Destruction of skin lesions,Y,P3,,$167.15 
17280,,Destruction of skin lesions,N,N1,,
17281,,Destruction of skin lesions,Y,P3,,$116.97 
17282,,Destruction of skin lesions,Y,P3,,$131.16 
17283,,Destruction of skin lesions,Y,P3,,$146.38 
17284,,Destruction of skin lesions,Y,P3,,$160.92 
17286,,Destruction of skin lesions,Y,P3,,$191.72 
17311,,Mohs 1 stage h/n/hf/g,Y,P2,5.4291,$271.00 
17312,,Mohs addl stage,N,N1,,
17313,,Mohs 1 stage t/a/l,Y,P2,5.4291,$271.00 
17314,,Mohs addl stage t/a/l,N,N1,,
17315,,Mohs surg addl block,N,N1,,
17340,,Cryotherapy of skin,N,N1,,
17360,,Skin peel therapy,N,N1,,
17380,,Hair removal by electrolysis,Y,R2,5.4291,$271.00 
19000,,Drainage of breast lesion,Y,P3,,$74.06 
19001,,Drain breast lesion add-on,N,N1,,
19020,,Incision of breast lesion,Y,A2,12.1817,$608.06 
19030,,Injection for breast x-ray,N,N1,,
19081,,Bx breast 1st lesion strtctc,Y,G2,12.1817,$608.06 
19082,,Bx breast add lesion strtctc,N,N1,,
19083,,Bx breast 1st lesion us imag,Y,G2,12.1817,$608.06 
19084,,Bx breast add lesion us imag,N,N1,,
19085,,Bx breast 1st lesion mr imag,Y,G2,12.1817,$608.06 
19086,,Bx breast add lesion mr imag,N,N1,,
19100,,Bx breast percut w/o image,Y,A2,12.1817,$608.06 
19101,,Biopsy of breast open,Y,A2,24.1319,"$1,204.57 "
19105,,Cryosurg ablate fa each,Y,J8,34.9788,"$1,746.00 "
19110,,Nipple exploration,Y,A2,24.1319,"$1,204.57 "
19112,,Excise breast duct fistula,Y,A2,24.1319,"$1,204.57 "
19120,,Removal of breast lesion,Y,A2,24.1319,"$1,204.57 "
19125,,Excision breast lesion,Y,A2,24.1319,"$1,204.57 "
19126,,Excision addl breast lesion,N,N1,,
19281,,Perq device breast 1st imag,N,N1,,
19282,,Perq device breast ea imag,N,N1,,
19283,,Perq dev breast 1st strtctc,N,N1,,
19284,,Perq dev breast add strtctc,N,N1,,
19285,,Perq dev breast 1st us imag,N,N1,,
19286,,Perq dev breast add us imag,N,N1,,
19287,,Perq dev breast 1st mr guide,N,N1,,
19288,,Perq dev breast add mr guide,N,N1,,
19294,,Prep tum cav iort prtl mast,N,N1,,
19296,,Place po breast cath for rad,Y,J8,87.9021,"$4,387.72 "
19297,,Place breast cath for rad,N,N1,,
19298,,Place breast rad tube/caths,Y,G2,46.2079,"$2,306.51 "
19300,,Removal of breast tissue,Y,A2,24.1319,"$1,204.57 "
19301,,Partial mastectomy,Y,A2,24.1319,"$1,204.57 "
19302,,P-mastectomy w/ln removal,Y,A2,46.2079,"$2,306.51 "
19303,,Mast simple complete,Y,A2,46.2079,"$2,306.51 "
19316,,Suspension of breast,Y,A2,46.2079,"$2,306.51 "
19318,,Breast reduction,Y,A2,46.2079,"$2,306.51 "
19325,,Breast augmentation w/implt,Y,G2,57.1392,"$2,852.16 "
19328,,Rmvl intact breast implant,N,A2,24.1319,"$1,204.57 "
19330,,Rmvl ruptured breast implant,N,A2,24.1319,"$1,204.57 "
19340,,Insj breast implt sm d mast,Y,A2,46.2079,"$2,306.51 "
19342,,Insj/rplcmt brst implt sep d,Y,A2,57.1392,"$2,852.16 "
19350,,Breast reconstruction,Y,A2,24.1319,"$1,204.57 "
19355,,Correct inverted nipple(s),Y,A2,24.1319,"$1,204.57 "
19357,,Tiss xpndr plmt brst rcnstj,Y,J8,114.9619,"$5,738.44 "
19370,,Revj peri-implt capsule brst,Y,A2,24.1319,"$1,204.57 "
19371,,Peri-implt capslc brst compl,Y,A2,24.1319,"$1,204.57 "
19380,,Revj reconstructed breast,Y,A2,46.2079,"$2,306.51 "
19396,,Design custom breast implant,Y,G2,24.1319,"$1,204.57 "
20103,,Explore wound extremity,Y,G2,6.4508,$322.00 
20150,,Excise epiphyseal bar,Y,G2,27.2525,"$1,360.34 "
20200,,Muscle biopsy,Y,A2,12.1817,$608.06 
20205,,Deep muscle biopsy,Y,A2,20.4143,"$1,019.00 "
20206,,Needle biopsy muscle,Y,A2,12.1817,$608.06 
20220,,Bone biopsy trocar/needle,Y,A2,12.1817,$608.06 
20225,,Bone biopsy trocar/needle,Y,A2,12.1817,$608.06 
20240,,Bone biopsy open superficial,Y,A2,20.4143,"$1,019.00 "
20245,,Bone biopsy open deep,Y,A2,20.4143,"$1,019.00 "
20250,,Open bone biopsy,Y,J8,37.7823,"$1,885.94 "
20251,,Open bone biopsy,Y,A2,60.0639,"$2,998.15 "
20500,,Injection of sinus tract,Y,P3,,$75.79 
20501,,Inject sinus tract for x-ray,N,N1,,
20520,,Removal of foreign body,Y,P3,,$149.84 
20525,,Removal of foreign body,Y,A2,20.4143,"$1,019.00 "
20526,,Ther injection carp tunnel,Y,P3,,$45.68 
20527,,Inj dupuytren cord w/enzyme,Y,P3,,$48.10 
20550,,Inj tendon sheath/ligament,Y,P3,,$29.42 
20551,,Inj tendon origin/insertion,Y,P3,,$30.45 
20552,,Inj trigger point 1/2 muscl,Y,P3,,$29.07 
20553,,Inject trigger points 3/>,Y,P3,,$33.91 
20555,,Place ndl musc/tis for rt,Y,R2,27.2525,"$1,360.34 "
20600,,Drain/inj joint/bursa w/o us,Y,P3,,$28.38 
20604,,Drain/inj joint/bursa w/us,Y,P3,,$49.83 
20605,,Drain/inj joint/bursa w/o us,Y,P3,,$29.42 
20606,,Drain/inj joint/bursa w/us,Y,P3,,$52.95 
20610,,Drain/inj joint/bursa w/o us,Y,P3,,$34.95 
20611,,Drain/inj joint/bursa w/us,Y,P3,,$59.18 
20612,,Aspirate/inj ganglion cyst,Y,P3,,$38.07 
20615,,Treatment of bone cyst,Y,P3,,$169.57 
20650,,Insert and remove bone pin,Y,A2,27.2525,"$1,360.34 "
20662,,Application of pelvis brace,Y,R2,14.8510,$741.30 
20663,,Application of thigh brace,Y,R2,27.2525,"$1,360.34 "
20665,,Removal of fixation device,N,G2,2.8134,$140.43 
20670,,Removal of support implant,N,A2,12.1817,$608.06 
20680,,Removal of support implant,N,A2,20.4143,"$1,019.00 "
20690,,Apply bone fixation device,Y,J8,85.6988,"$4,277.74 "
20692,,Apply bone fixation device,Y,J8,186.5266,"$9,310.66 "
20693,,Adjust bone fixation device,Y,A2,60.0639,"$2,998.15 "
20694,,Remove bone fixation device,N,A2,14.8510,$741.30 
20696,,Comp multiplane ext fixation,Y,J8,225.6886,"$11,265.47 "
20697,,Comp ext fixate strut change,Y,P2,14.8510,$741.30 
20822,,Replantation digit complete,Y,G2,14.8510,$741.30 
20900,,Removal of bone for graft,Y,J8,78.1950,"$3,903.18 "
20902,,Removal of bone for graft,Y,A2,60.0639,"$2,998.15 "
20910,,Remove cartilage for graft,Y,A2,5.4291,$271.00 
20912,,Remove cartilage for graft,Y,A2,36.5018,"$1,822.02 "
20920,,Removal of fascia for graft,Y,A2,17.7550,$886.26 
20922,,Removal of fascia for graft,Y,A2,17.7550,$886.26 
20924,,Removal of tendon for graft,Y,J8,79.1189,"$3,949.30 "
20930,,Sp bone algrft morsel add-on,N,N1,,
20931,,Sp bone algrft struct add-on,N,N1,,
20932,,Osteoart algrft w/surf & b1,N,N1,,
20933,,Hemicrt intrclry algrft prtl,N,N1,,
20934,,Intercalary algrft compl,N,N1,,
20936,,Sp bone agrft local add-on,N,N1,,
20937,,Sp bone agrft morsel add-on,N,N1,,
20938,,Sp bone agrft struct add-on,N,N1,,
20939,,Bone marrow aspir bone grfg,N,N1,,
20950,,Fluid pressure muscle,Y,G2,6.4508,$322.00 
20972,,Bone/skin graft metatarsal,Y,G2,60.0639,"$2,998.15 "
20973,,Bone/skin graft great toe,Y,R2,60.0639,"$2,998.15 "
20975,,Electrical bone stimulation,N,N1,,
20979,,Us bone stimulation,N,N1,,
20982,,Ablate bone tumor(s) perq,Y,G2,60.0639,"$2,998.15 "
20983,,Ablate bone tumor(s) perq,Y,J8,80.6104,"$4,023.75 "
20985,,Cptr-asst dir ms px,N,N1,,
21010,,Incision of jaw joint,Y,A2,22.2030,"$1,108.28 "
21011,,Exc face les sc <2 cm,Y,P3,,$264.74 
21012,,Exc face les sbq 2 cm/>,Y,R2,12.1817,$608.06 
21013,,Exc face tum deep < 2 cm,Y,P3,,$333.60 
21014,,Exc face tum deep 2 cm/>,Y,R2,20.4143,"$1,019.00 "
21015,,Resect face/scalp tum < 2 cm,Y,G2,20.4143,"$1,019.00 "
21016,,Resect face/scalp tum 2 cm/>,Y,G2,20.4143,"$1,019.00 "
21025,,Excision of bone lower jaw,Y,A2,48.9379,"$2,442.78 "
21026,,Excision of facial bone(s),Y,A2,48.9379,"$2,442.78 "
21029,,Contour of face bone lesion,Y,A2,22.2030,"$1,108.28 "
21030,,Excise max/zygoma b9 tumor,Y,P3,,$289.65 
21031,,Remove exostosis mandible,Y,P3,,$271.31 
21032,,Remove exostosis maxilla,Y,P3,,$256.09 
21034,,Excise max/zygoma mal tumor,Y,A2,48.9379,"$2,442.78 "
21040,,Excise mandible lesion,Y,A2,22.2030,"$1,108.28 "
21044,,Removal of jaw bone lesion,Y,A2,48.9379,"$2,442.78 "
21046,,Remove mandible cyst complex,Y,A2,48.9379,"$2,442.78 "
21047,,Excise lwr jaw cyst w/repair,Y,A2,48.9379,"$2,442.78 "
21048,,Remove maxilla cyst complex,Y,R2,48.9379,"$2,442.78 "
21050,,Removal of jaw joint,Y,A2,48.9379,"$2,442.78 "
21060,,Remove jaw joint cartilage,Y,A2,48.9379,"$2,442.78 "
21070,,Remove coronoid process,Y,A2,48.9379,"$2,442.78 "
21073,,Mnpj of tmj w/anesth,Y,P3,,$255.05 
21076,,Prepare face/oral prosthesis,Y,P3,,$367.86 
21077,,Prepare face/oral prosthesis,Y,P3,,$877.27 
21079,,Prepare face/oral prosthesis,Y,P3,,$631.22 
21080,,Prepare face/oral prosthesis,Y,P3,,$758.22 
21081,,Prepare face/oral prosthesis,Y,P3,,$701.12 
21082,,Prepare face/oral prosthesis,Y,P3,,$649.90 
21083,,Prepare face/oral prosthesis,Y,P3,,$644.02 
21084,,Prepare face/oral prosthesis,Y,P3,,$717.04 
21085,,Prepare face/oral prosthesis,Y,P2,2.1931,$109.47 
21086,,Prepare face/oral prosthesis,Y,P3,,$661.67 
21087,,Prepare face/oral prosthesis,Y,P3,,$661.67 
21088,,Prepare face/oral prosthesis,Y,R2,22.2030,"$1,108.28 "
21100,,Maxillofacial fixation,Y,A2,48.9379,"$2,442.78 "
21110,,Interdental fixation,N,P2,10.5336,$525.80 
21116,,Injection jaw joint x-ray,N,N1,,
21120,,Reconstruction of chin,Y,G2,48.9379,"$2,442.78 "
21121,,Reconstruction of chin,Y,A2,22.2030,"$1,108.28 "
21122,,Reconstruction of chin,Y,A2,48.9379,"$2,442.78 "
21123,,Reconstruction of chin,Y,A2,22.2030,"$1,108.28 "
21125,,Augmentation lower jaw bone,Y,A2,48.9379,"$2,442.78 "
21127,,Augmentation lower jaw bone,Y,A2,48.9379,"$2,442.78 "
21137,,Reduction of forehead,Y,G2,22.2030,"$1,108.28 "
21138,,Reduction of forehead,Y,G2,48.9379,"$2,442.78 "
21139,,Reduction of forehead,Y,G2,48.9379,"$2,442.78 "
21150,,Lefort ii anterior intrusion,Y,G2,48.9379,"$2,442.78 "
21181,,Contour cranial bone lesion,Y,A2,48.9379,"$2,442.78 "
21198,,Reconstr lwr jaw segment,Y,G2,48.9379,"$2,442.78 "
21199,,Reconstr lwr jaw w/advance,Y,J8,63.9200,"$3,190.63 "
21206,,Reconstruct upper jaw bone,Y,A2,48.9379,"$2,442.78 "
21208,,Augmentation of facial bones,Y,J8,67.7656,"$3,382.59 "
21209,,Reduction of facial bones,Y,A2,48.9379,"$2,442.78 "
21210,,Face bone graft,Y,A2,48.9379,"$2,442.78 "
21215,,Lower jaw bone graft,Y,J8,69.8195,"$3,485.11 "
21230,,Rib cartilage graft,Y,A2,48.9379,"$2,442.78 "
21235,,Ear cartilage graft,Y,A2,48.9379,"$2,442.78 "
21240,,Reconstruction of jaw joint,Y,A2,48.9379,"$2,442.78 "
21242,,Reconstruction of jaw joint,Y,A2,48.9379,"$2,442.78 "
21243,,Reconstruction of jaw joint,Y,J8,243.6299,"$12,161.03 "
21244,,Reconstruction of lower jaw,Y,J8,67.3177,"$3,360.23 "
21245,,Reconstruction of jaw,Y,J8,63.7104,"$3,180.17 "
21246,,Reconstruction of jaw,Y,A2,48.9379,"$2,442.78 "
21248,,Reconstruction of jaw,Y,A2,48.9379,"$2,442.78 "
21249,,Reconstruction of jaw,Y,A2,48.9379,"$2,442.78 "
21260,,Revise eye sockets,Y,G2,48.9379,"$2,442.78 "
21267,,Revise eye sockets,Y,J8,76.1622,"$3,801.71 "
21270,,Augmentation cheek bone,Y,A2,48.9379,"$2,442.78 "
21275,,Revision orbitofacial bones,Y,G2,48.9379,"$2,442.78 "
21280,,Revision of eyelid,Y,A2,22.2030,"$1,108.28 "
21282,,Revision of eyelid,Y,A2,22.2030,"$1,108.28 "
21295,,Revision of jaw muscle/bone,Y,A2,10.5336,$525.80 
21296,,Revision of jaw muscle/bone,Y,A2,22.2030,"$1,108.28 "
21315,,Clsd tx nsl fx mnpj wo stblj,Y,A2,10.5336,$525.80 
21320,,Clsd tx nsl fx w/mnpj&stablj,Y,A2,22.2030,"$1,108.28 "
21325,,Open tx nose fx uncomplicatd,Y,A2,22.2030,"$1,108.28 "
21330,,Open tx nose fx w/skele fixj,Y,A2,48.9379,"$2,442.78 "
21335,,Open tx nose & septal fx,Y,A2,22.2030,"$1,108.28 "
21336,,Open tx septal fx w/wo stabj,Y,A2,27.2525,"$1,360.34 "
21337,,Closed tx septal&nose fx,Y,A2,22.2030,"$1,108.28 "
21338,,Open nasoethmoid fx w/o fixj,Y,J8,71.3254,"$3,560.28 "
21339,,Open nasoethmoid fx w/ fixj,Y,A2,48.9379,"$2,442.78 "
21340,,Perq tx nasoethmoid fx,Y,A2,22.2030,"$1,108.28 "
21345,,Closed tx nose/jaw fx,Y,A2,10.5336,$525.80 
21355,,Perq tx malar fracture,Y,A2,22.2030,"$1,108.28 "
21356,,Opn tx dprsd zygomatic arch,Y,A2,48.9379,"$2,442.78 "
21360,,Opn tx dprsd malar fracture,Y,G2,48.9379,"$2,442.78 "
21365,,Opn tx complx malar fx,Y,J8,63.7104,"$3,180.17 "
21390,,Opn tx orbit periorbtl implt,Y,G2,48.9379,"$2,442.78 "
21400,,Closed tx orbit w/o manipulj,Y,A2,4.6883,$234.02 
21401,,Closed tx orbit w/manipulj,Y,J8,13.7389,$685.79 
21406,,Opn tx orbit fx w/o implant,Y,G2,48.9379,"$2,442.78 "
21407,,Opn tx orbit fx w/implant,Y,G2,48.9379,"$2,442.78 "
21421,,Treat mouth roof fracture,Y,A2,22.2030,"$1,108.28 "
21440,,Treat dental ridge fracture,Y,P3,,$586.23 
21445,,Treat dental ridge fracture,Y,J8,64.6682,"$3,227.98 "
21450,,Treat lower jaw fracture,Y,J8,6.2816,$313.55 
21451,,Treat lower jaw fracture,Y,A2,10.5336,$525.80 
21452,,Treat lower jaw fracture,Y,J8,64.4349,"$3,216.33 "
21453,,Treat lower jaw fracture,Y,A2,48.9379,"$2,442.78 "
21454,,Treat lower jaw fracture,Y,J8,66.6029,"$3,324.55 "
21461,,Treat lower jaw fracture,Y,J8,66.1217,"$3,300.53 "
21462,,Treat lower jaw fracture,Y,J8,69.8910,"$3,488.68 "
21465,,Treat lower jaw fracture,Y,J8,65.6166,"$3,275.32 "
21480,,Reset dislocated jaw,Y,A2,2.1366,$106.65 
21485,,Reset dislocated jaw,Y,A2,10.5336,$525.80 
21490,,Repair dislocated jaw,Y,A2,22.2030,"$1,108.28 "
21497,,Interdental wiring,Y,A2,10.5336,$525.80 
21501,,Drain neck/chest lesion,Y,A2,20.4143,"$1,019.00 "
21502,,Drain chest lesion,Y,A2,27.2525,"$1,360.34 "
21550,,Biopsy of neck/chest,Y,G2,12.1817,$608.06 
21552,,Exc neck les sc 3 cm/>,Y,G2,20.4143,"$1,019.00 "
21554,,Exc neck tum deep 5 cm/>,Y,G2,20.4143,"$1,019.00 "
21555,,Exc neck les sc < 3 cm,Y,G2,12.1817,$608.06 
21556,,Exc neck tum deep < 5 cm,Y,G2,20.4143,"$1,019.00 "
21557,,Resect neck thorax tumor<5cm,Y,G2,20.4143,"$1,019.00 "
21558,,Resect neck tumor 5 cm/>,Y,G2,20.4143,"$1,019.00 "
21600,,Partial removal of rib,Y,A2,60.0639,"$2,998.15 "
21610,,Partial removal of rib,Y,A2,27.2525,"$1,360.34 "
21685,,Hyoid myotomy & suspension,Y,J8,63.6008,"$3,174.70 "
21700,,Revision of neck muscle,Y,A2,60.0639,"$2,998.15 "
21720,,Revision of neck muscle,Y,A2,27.2525,"$1,360.34 "
21725,,Revision of neck muscle,Y,A2,6.4508,$322.00 
21820,,Treat sternum fracture,Y,A2,2.1366,$106.65 
21920,,Biopsy soft tissue of back,Y,P3,,$185.49 
21925,,Biopsy soft tissue of back,Y,A2,12.1817,$608.06 
21930,,Exc back les sc < 3 cm,Y,G2,12.1817,$608.06 
21931,,Exc back les sc 3 cm/>,Y,G2,12.1817,$608.06 
21932,,Exc back tum deep < 5 cm,Y,G2,20.4143,"$1,019.00 "
21933,,Exc back tum deep 5 cm/>,Y,G2,20.4143,"$1,019.00 "
21935,,Resect back tum < 5 cm,Y,G2,20.4143,"$1,019.00 "
21936,,Resect back tum 5 cm/>,Y,G2,20.4143,"$1,019.00 "
22102,,Remove part lumbar vertebra,Y,G2,60.0639,"$2,998.15 "
22103,,Remove extra spine segment,N,N1,,
22310,,Closed tx vert fx w/o manj,Y,A2,2.1366,$106.65 
22315,,Closed tx vert fx w/manj,Y,A2,27.2525,"$1,360.34 "
22505,,Manipulation of spine,Y,A2,14.8510,$741.30 
22510,,Perq cervicothoracic inject,Y,G2,27.2525,"$1,360.34 "
22511,,Perq lumbosacral injection,Y,G2,27.2525,"$1,360.34 "
22512,,Vertebroplasty addl inject,N,N1,,
22513,,Perq vertebral augmentation,Y,G2,60.0639,"$2,998.15 "
22514,,Perq vertebral augmentation,Y,G2,60.0639,"$2,998.15 "
22515,,Perq vertebral augmentation,N,N1,,
22551,,Arthrd ant ntrbdy cervical,Y,J8,175.1589,"$8,743.23 "
22552,,Arthrd ant ntrbd cervical ea,N,N1,,
22554,,Arthrd ant ntrbd min dsc crv,Y,J8,174.0795,"$8,689.35 "
22585,,Arthrd ant ntrbd min dsc ea,N,N1,,
22612,,Arthrd pst tq 1ntrspc lumbar,Y,J8,176.5783,"$8,814.08 "
22614,,Arthrd pst tq 1ntrspc ea add,N,N1,,
22840,,Insert spine fixation device,N,N1,,
22842,,Insert spine fixation device,N,N1,,
22845,,Insert spine fixation device,N,N1,,
22853,,Insj biomechanical device,N,N1,,
22854,,Insj biomechanical device,N,N1,,
22856,,Tot disc arthrp ant 1ntrspc,Y,J8,248.2551,"$12,391.90 "
22858,,Tot disc arthrp ant 2nd lvl,N,N1,,
22859,,Insj biomechanical device,N,N1,,
22867,,Insj stablj dev w/dcmprn,Y,J8,258.6381,"$12,910.18 "
22868,,Insj stablj dev w/dcmprn,N,N1,,
22869,,Insj stablj dev w/o dcmprn,Y,J8,209.9663,"$10,480.68 "
22870,,Insj stablj dev w/o dcmprn,N,N1,,
22900,,Exc abdl tum deep < 5 cm,Y,G2,20.4143,"$1,019.00 "
