Addendum AA -- ASC Covered Surgical Procedures for CY 2024                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged)							
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.							
							
HCPCS Code		Short Descriptor	Subject to Multiple Procedure Discounting	January 2024  Payment Indicator	January 2024  Payment Weight  	January 2024 Payment Rate 	
15782		Dermabrasion other than face	Y	P3		$318.93	
15783		Dermabrasion suprfl any site	Y	P2	3.8652	$206.84	
15786		Abrasion lesion single	N	N1			
15787		Abrasion lesions add-on	N	N1			
15788		Chemical peel face epiderm	N	N1			
15789		Chemical peel face dermal	Y	P2	6.088	$325.79	
15792		Chemical peel nonfacial	N	N1			
15793		Chemical peel nonfacial	N	N1			
15819		Plastic surgery neck	Y	G2	17.6771	$945.97	
15820		Revision of lower eyelid	Y	A2	17.6771	$945.97	
15821		Revision of lower eyelid	Y	A2	17.6771	$945.97	
15822		Revision of upper eyelid	Y	A2	17.6771	$945.97	
15823		Revision of upper eyelid	Y	A2	17.6771	$945.97	
15824		Removal of forehead wrinkles	Y	A2	17.6771	$945.97	
15825		Removal of neck wrinkles	Y	A2	34.7764	"$1,861.02"	
15826		Removal of brow wrinkles	Y	A2	34.7764	"$1,861.02"	
15828		Removal of face wrinkles	Y	A2	34.7764	"$1,861.02"	
15829		Removal of skin wrinkles	Y	A2	34.7764	"$1,861.02"	
15830		Exc skin abd	Y	A2	47.3889	"$2,535.97"	
15832		Excise excessive skin thigh	Y	A2	21.6231	"$1,157.14"	
15833		Excise excessive skin leg	Y	A2	21.6231	"$1,157.14"	
15834		Excise excessive skin hip	Y	A2	21.6231	"$1,157.14"	
15835		Excise excessive skin buttck	Y	A2	21.6231	"$1,157.14"	
15836		Excise excessive skin arm	Y	A2	21.6231	"$1,157.14"	
15837		Excise excess skin arm/hand	Y	G2	21.6231	"$1,157.14"	
15838		Excise excess skin fat pad	Y	G2	21.6231	"$1,157.14"	
15839		Excise excess skin & tissue	Y	A2	21.6231	"$1,157.14"	
15840		Nerve palsy fascial graft	Y	A2	34.7764	"$1,861.02"	
15841		Nerve palsy muscle graft	Y	A2	34.7764	"$1,861.02"	
15842		Nerve palsy microsurg graft	Y	G2	17.6771	$945.97	
15845		Skin and muscle repair face	Y	A2	34.7764	"$1,861.02"	
15847		Exc skin abd add-on	N	N1			
15851		Removal sutr/staple req anes	Y	P3		$15.72	
15852		Dressing change not for burn	N	N1			
15860		Test for blood flow in graft	N	N1			
15876		Suction lipectomy head&neck	Y	A2	34.7764	"$1,861.02"	
15877		Suction lipectomy trunk	Y	A2	34.7764	"$1,861.02"	
15878		Suction lipectomy upr extrem	Y	A2	17.6771	$945.97	
15879		Suction lipectomy lwr extrem	Y	A2	34.7764	"$1,861.02"	
15920		Removal of tail bone ulcer	Y	A2	21.6231	"$1,157.14"	
15922		Removal of tail bone ulcer	Y	A2	34.7764	"$1,861.02"	
15931		Remove sacrum pressure sore	Y	A2	21.6231	"$1,157.14"	
15933		Remove sacrum pressure sore	Y	A2	21.6231	"$1,157.14"	
15934		Remove sacrum pressure sore	Y	A2	34.7764	"$1,861.02"	
15935		Remove sacrum pressure sore	Y	A2	34.7764	"$1,861.02"	
15936		Remove sacrum pressure sore	Y	A2	17.6771	$945.97	
15937		Remove sacrum pressure sore	Y	A2	17.6771	$945.97	
15940		Remove hip pressure sore	Y	A2	21.6231	"$1,157.14"	
15941		Remove hip pressure sore	Y	A2	21.6231	"$1,157.14"	
15944		Remove hip pressure sore	Y	A2	34.7764	"$1,861.02"	
15945		Remove hip pressure sore	Y	A2	17.6771	$945.97	
15946		Remove hip pressure sore	Y	A2	17.6771	$945.97	
15950		Remove thigh pressure sore	Y	A2	12.7612	$682.90	
15951		Remove thigh pressure sore	Y	A2	21.6231	"$1,157.14"	
15952		Remove thigh pressure sore	Y	A2	17.6771	$945.97	
15953		Remove thigh pressure sore	Y	A2	34.7764	"$1,861.02"	
15956		Remove thigh pressure sore	Y	A2	17.6771	$945.97	
15958		Remove thigh pressure sore	Y	A2	34.7764	"$1,861.02"	
16000		Initial treatment of burn(s)	N	N1			
16020		Dress/debrid p-thick burn s	N	N1			
16025		Dress/debrid p-thick burn m	Y	A2	1.9406	$103.85	
16030		Dress/debrid p-thick burn l	Y	A2	3.8652	$206.84	
16035		Incision of burn scab initi	Y	G2	3.8652	$206.84	
17000		Destruct premalg lesion	N	N1			
17003		Destruct premalg les 2-14	N	N1			
17004		Destroy premal lesions 15/>	Y	P3		$115.26	
17106		Destruction of skin lesions	Y	P3		$205.63	
17107		Destruction of skin lesions	Y	P3		$267.52	
17108		Destruction of skin lesions	Y	P3		$348.73	
17110		Destruct b9 lesion 1-14	N	N1			
17111		Destruct lesion 15 or more	N	N1			
17250		Chem caut of granltj tissue	N	N1			
17260		Dstrj mal les t/a/l 0.5 cm/<	N	N1			
17261		Dstrj mal les t/a/l .6-1.0cm	N	N1			
17262		Dstrj mal les t/a/l 1.1-2.0	N	N1			
17263		Dstrj mal les t/a/l 2.1-3.0	N	N1			
17264		Dstrj mal les t/a/l 3.1-4.0	Y	P3		$132.29	
17266		Dstrj mal les t/a/l >4.0 cm	Y	P3		$145.71	
17270		Dstr mal les s/n/h/f/g .5 /<	Y	P3		$98.23	
17271		Dstr mal les s/n/h/f/g 0.6-1	Y	P2	1.9406	$103.85	
17272		Dstr mal les s/n/h/f/g 1.1-2	N	N1			
17273		Dstr mal les s/n/h/f/g 2.1-3	Y	P3		$130.65	
17274		Dstr mal les s/n/h/f/g 3.1-4	Y	P3		$146.04	
17276		Dstr mal les s/n/h/f/g >4.0	Y	P3		$162.08	
17280		Dstr mal ls f/e/e/n/l/m .5/<	N	N1			
17281		Dstr mal ls f/e/e/n/l/m .6-1	Y	P3		$113.62	
17282		Dstr mal ls f/e/e/n/l/m1.1-2	Y	P3		$127.37	
17283		Dstr mal ls f/e/e/n/l/m2.1-3	Y	P3		$142.44	
17284		Dstr mal ls f/e/e/n/l/m3.1-4	Y	P3		$156.52	
17286		Dstr mal ls f/e/e/n/l/m>4.0	Y	P3		$187.30	
17311		Mohs 1 stage h/n/hf/g	Y	P2	6.088	$325.79	
17312		Mohs addl stage	N	N1			
17313		Mohs 1 stage t/a/l	Y	P2	6.088	$325.79	
17314		Mohs addl stage t/a/l	N	N1			
17315		Mohs surg addl block	N	N1			
17340		Cryotherapy of skin	N	N1			
17360		Skin peel therapy	N	N1			
17380		Hair removal by electrolysis	Y	R2	6.088	$325.79	
19000		Puncture aspir cyst breast	Y	P3		$67.45	
19001		Puncture aspir cyst brst ea	N	N1			
19020		Mastotomy expl drg absc dp	Y	A2	12.7612	$682.90	
19030		Njx px only mam ducto/glcto	N	N1			
19081		Bx breast 1st lesion strtctc	Y	G2	12.7612	$682.90	
19082		Bx breast add lesion strtctc	N	N1			
19083		Bx breast 1st lesion us imag	Y	G2	12.7612	$682.90	
19084		Bx breast add lesion us imag	N	N1			
19085		Bx breast 1st lesion mr imag	Y	G2	12.7612	$682.90	
19086		Bx breast add lesion mr imag	N	N1			
19100		Bx breast percut w/o image	Y	A2	12.7612	$682.90	
19101		Biopsy of breast open	Y	A2	27.4594	"$1,469.46"	
19105		Cryosurg ablate fa each	Y	J8	39.1939	"$2,097.42"	
19110		Nipple exploration	Y	A2	27.4594	"$1,469.46"	
19112		Excise breast duct fistula	Y	A2	27.4594	"$1,469.46"	
19120		Removal of breast lesion	Y	A2	27.4594	"$1,469.46"	
19125		Excision breast lesion	Y	A2	27.4594	"$1,469.46"	
19126		Excision addl breast lesion	N	N1			
19281		Perq device breast 1st imag	N	N1			
19282		Perq device breast ea imag	N	N1			
19283		Perq dev breast 1st strtctc	N	N1			
19284		Perq dev breast add strtctc	N	N1			
19285		Perq dev breast 1st us imag	N	N1			
19286		Perq dev breast add us imag	N	N1			
19287		Perq dev breast 1st mr guide	N	N1			
19288		Perq dev breast add mr guide	N	N1			
19294		Prepj tum cav iort prtl mast	N	N1			
19296		Place po breast cath for rad	Y	J8	81.6921	"$4,371.67"	
19297		Place breast cath for rad	N	N1			
19298		Place breast rad tube/caths	Y	J8	77.6245	"$4,154.00"	
19300		Removal of breast tissue	Y	A2	27.4594	"$1,469.46"	
19301		Partial mastectomy	Y	A2	27.4594	"$1,469.46"	
19302		P-mastectomy w/ln removal	Y	A2	47.3889	"$2,535.97"	
19303		Mast simple complete	Y	A2	47.3889	"$2,535.97"	
19307		Mast mod rad	Y	G2	47.3889	"$2,535.97"	
19316		Suspension of breast	Y	A2	47.3889	"$2,535.97"	
19318		Breast reduction	Y	A2	47.3889	"$2,535.97"	
19325		Breast augmentation w/implt	Y	G2	56.1542	"$3,005.04"	
19328		Rmvl intact breast implant	N	A2	27.4594	"$1,469.46"	
19330		Rmvl ruptured breast implant	N	A2	27.4594	"$1,469.46"	
19340		Insj breast implt sm d mast	Y	J8	60.2128	"$3,222.23"	
19342		Insj/rplcmt brst implt sep d	Y	A2	56.1542	"$3,005.04"	
19350		Breast reconstruction	Y	A2	27.4594	"$1,469.46"	
19355		Correct inverted nipple(s)	Y	A2	27.4594	"$1,469.46"	
19357		Tiss xpndr plmt brst rcnstj	Y	J8	101.0405	"$5,407.08"	
19370		Revj peri-implt capsule brst	Y	A2	27.4594	"$1,469.46"	
19371		Peri-implt capslc brst compl	Y	A2	27.4594	"$1,469.46"	
19380		Revj reconstructed breast	Y	A2	47.3889	"$2,535.97"	
19396		Design custom breast implant	Y	G2	27.4594	"$1,469.46"	
20103		Explore wound extremity	Y	G2	12.7612	$682.90	
20150		Excise epiphyseal bar	Y	G2	28.3836	"$1,518.92"	
20200		Muscle biopsy superficial	Y	A2	12.7612	$682.90	
20205		Deep muscle biopsy	Y	A2	21.6231	"$1,157.14"	
20206		Biopsy muscle perq needle	Y	A2	12.7612	$682.90	
20220		Bone biopsy trocar/ndl supfc	Y	A2	12.7612	$682.90	
20225		Bone biopsy trocar/ndl deep	Y	A2	12.7612	$682.90	
20240		Bone biopsy open superficial	Y	A2	21.6231	"$1,157.14"	
20245		Bone biopsy open deep	Y	A2	21.6231	"$1,157.14"	
20250		Biopsy vrt bdy open thoracic	Y	G2	28.3836	"$1,518.92"	
20251		Biopsy vrt bdy open lmbr/crv	Y	A2	63.4025	"$3,392.92"	
20500		Injection of sinus tract	Y	P3		$75.31	
20501		Inject sinus tract for x-ray	N	N1			
20520		Removal of foreign body	Y	P3		$143.75	
20525		Removal of foreign body	Y	A2	21.6231	"$1,157.14"	
20526		Ther injection carp tunnel	Y	P3		$44.86	
20527		Inj dupuytren cord w/enzyme	Y	P3		$47.48	
20550		Inj tendon sheath/ligament	Y	P3		$29.14	
20551		Inj tendon origin/insertion	Y	P3		$29.14	
20552		Inj trigger point 1/2 muscl	Y	P3		$27.51	
20553		Inject trigger points 3/>	Y	P3		$32.09	
20555		Place ndl musc/tis for rt	Y	R2	28.3836	"$1,518.92"	
20600		Drain/inj joint/bursa w/o us	Y	P3		$28.49	
20604		Drain/inj joint/bursa w/us	Y	P3		$49.12	
20605		Drain/inj joint/bursa w/o us	Y	P3		$29.14	
20606		Drain/inj joint/bursa w/us	Y	P3		$51.74	
20610		Drain/inj joint/bursa w/o us	Y	P3		$34.05	
20611		Drain/inj joint/bursa w/us	Y	P3		$56.97	
20612		Aspirate/inj ganglion cyst	Y	P3		$37.98	
20615		Treatment of bone cyst	Y	P3		$164.38	
20650		Insert and remove bone pin	Y	G2	28.3836	"$1,518.92"	
20662		Application halo pelvic	Y	R2	15.3049	$819.03	
20663		Application halo femoral	Y	R2	28.3836	"$1,518.92"	
20665		Rmvl tongs/halo anthr indiv	N	G2	3.8623	$206.69	
20670		Removal implant superficial	N	A2	12.7612	$682.90	
20680		Removal of implant deep	N	A2	21.6231	"$1,157.14"	
20690		Appl unipln uni ext fixj sys	Y	J8	86.576	"$4,633.03"	
20692		Appl mltpln uni ext fixj sys	Y	J8	152.9811	"$8,186.63"	
20693		Adjmt/revj ext fixj sys anes	Y	A2	63.4025	"$3,392.92"	
20694		Rmvl ext fixj sys under anes	N	A2	15.3049	$819.03	
20696		App mltpln uni xtrnl fix 1st	Y	J8	223.4464	"$11,957.51"	
20697		App mltpln uni xtrnl fix xch	Y	P2	15.3049	$819.03	
20700		Mnl prep&insj dp rx dlvr dev	N	N1			
20822		Replantation digit complete	Y	G2	15.3049	$819.03	
20900		Removal of bone for graft	Y	J8	94.8894	"$5,077.91"	
20902		Removal of bone for graft	Y	A2	63.4025	"$3,392.92"	
20910		Remove cartilage for graft	Y	A2	6.088	$325.79	
20912		Remove cartilage for graft	Y	A2	34.7764	"$1,861.02"	
20920		Removal of fascia for graft	Y	A2	17.6771	$945.97	
20922		Removal of fascia for graft	Y	A2	17.6771	$945.97	
20924		Removal of tendon for graft	Y	A2	63.4025	"$3,392.92"	
20930		Sp bone algrft morsel add-on	N	N1			
20931		Sp bone algrft struct add-on	N	N1			
20932		Osteoart algrft w/surf & b1	N	N1			
20933		Hemicrt intrclry algrft prtl	N	N1			
20934		Intercalary algrft compl	N	N1			
20936		Sp bone agrft local add-on	N	N1			
20937		Sp bone agrft morsel add-on	N	N1			
20938		Sp bone agrft struct add-on	N	N1			
20939		Bone marrow aspir bone grfg	N	N1			
20950		Fluid pressure muscle	Y	G2	6.8201	$364.97	
20972		Bone/skin graft metatarsal	Y	G2	63.4025	"$3,392.92"	
20973		Bone/skin graft great toe	Y	R2	63.4025	"$3,392.92"	
20975		Electrical bone stimulation	N	N1			
20979		Us bone stimulation	N	N1			
20982		Ablate bone tumor(s) perq	Y	G2	121.4718	"$6,500.44"	
20983		Ablate bone tumor(s) perq	Y	J8	87.4779	"$4,681.29"	
20985		Cptr-asst dir ms px	N	N1			
21010		Incision of jaw joint	Y	A2	24.6457	"$1,318.89"	
21011		Exc face les sc <2 cm	Y	P3		$255.40	
21012		Exc face les sbq 2 cm/>	Y	R2	12.7612	$682.90	
21013		Exc face tum deep < 2 cm	Y	P3		$320.24	
21014		Exc face tum deep 2 cm/>	Y	R2	21.6231	"$1,157.14"	
21015		Resect face/scalp tum < 2 cm	Y	G2	21.6231	"$1,157.14"	
21016		Resect face/scalp tum 2 cm/>	Y	G2	21.6231	"$1,157.14"	
21025		Excision of bone lower jaw	Y	A2	51.5906	"$2,760.82"	
21026		Excision of facial bone(s)	Y	A2	51.5906	"$2,760.82"	
21029		Contour of face bone lesion	Y	A2	24.6457	"$1,318.89"	
21030		Excise max/zygoma b9 tumor	Y	P3		$274.40	
21031		Remove exostosis mandible	Y	P3		$258.02	
21032		Remove exostosis maxilla	Y	P3		$245.91	
21034		Excise max/zygoma mal tumor	Y	A2	51.5906	"$2,760.82"	
21040		Excise mandible lesion	Y	A2	24.6457	"$1,318.89"	
21044		Removal of jaw bone lesion	Y	A2	51.5906	"$2,760.82"	
21046		Remove mandible cyst complex	Y	A2	51.5906	"$2,760.82"	
21047		Excise lwr jaw cyst w/repair	Y	A2	51.5906	"$2,760.82"	
21048		Remove maxilla cyst complex	Y	R2	51.5906	"$2,760.82"	
21050		Removal of jaw joint	Y	A2	51.5906	"$2,760.82"	
21060		Remove jaw joint cartilage	Y	A2	51.5906	"$2,760.82"	
21070		Remove coronoid process	Y	A2	51.5906	"$2,760.82"	
21073		Mnpj of tmj w/anesth	Y	P3		$249.18	
21076		Prepare face/oral prosthesis	Y	P3		$367.39	
21077		Prepare face/oral prosthesis	Y	P3		$868.05	
21079		Prepare face/oral prosthesis	Y	P3		$624.43	
21080		Prepare face/oral prosthesis	Y	P3		$726.59	
21081		Prepare face/oral prosthesis	Y	P3		$683.37	
21082		Prepare face/oral prosthesis	Y	P3		$657.18	
21083		Prepare face/oral prosthesis	Y	P3		$644.08	
21084		Prepare face/oral prosthesis	Y	P3		$716.77	
21085		Prepare face/oral prosthesis	Y	P2	2.3678	$126.71	
21086		Prepare face/oral prosthesis	Y	P3		$650.30	
21087		Prepare face/oral prosthesis	Y	P3		$650.30	
21088		Prepare face/oral prosthesis	Y	R2	24.6457	"$1,318.89"	
21100		Maxillofacial fixation	Y	A2	51.5906	"$2,760.82"	
21110		Interdental fixation	N	P3		$626.40	
21116		Injection jaw joint x-ray	N	N1			
21120		Reconstruction of chin	Y	G2	51.5906	"$2,760.82"	
21121		Reconstruction of chin	Y	J8	37.5205	"$2,007.87"	
21122		Reconstruction of chin	Y	J8	64.9731	"$3,476.97"	
21123		Reconstruction of chin	Y	A2	24.6457	"$1,318.89"	
21125		Augmentation lower jaw bone	Y	J8	64.9731	"$3,476.97"	
21127		Augmentation lower jaw bone	Y	G2	51.5906	"$2,760.82"	
21137		Reduction of forehead	Y	G2	24.6457	"$1,318.89"	
21138		Reduction of forehead	Y	G2	51.5906	"$2,760.82"	
21139		Reduction of forehead	Y	G2	51.5906	"$2,760.82"	
21150		Lefort ii anterior intrusion	Y	J8	64.9731	"$3,476.97"	
21181		Contour cranial bone lesion	Y	A2	51.5906	"$2,760.82"	
21194		Reconst lwr jaw w/graft	Y	G2	51.5906	"$2,760.82"	
21195		Reconst lwr jaw w/o fixation	Y	J8	64.9731	"$3,476.97"	
21198		Reconstr lwr jaw segment	Y	J8	70.4167	"$3,768.28"	
21199		Reconstr lwr jaw w/advance	Y	G2	51.5906	"$2,760.82"	
21206		Reconstruct upper jaw bone	Y	A2	51.5906	"$2,760.82"	
21208		Augmentation of facial bones	Y	P3		"$1,192.22"	
21209		Reduction of facial bones	Y	A2	51.5906	"$2,760.82"	
21210		Face bone graft	Y	J8	72.7608	"$3,893.72"	
21215		Lower jaw bone graft	Y	J8	70.4685	"$3,771.05"	
21230		Rib cartilage graft	Y	A2	51.5906	"$2,760.82"	
21235		Ear cartilage graft	Y	A2	51.5906	"$2,760.82"	
21240		Reconstruction of jaw joint	Y	A2	51.5906	"$2,760.82"	
21242		Reconstruction of jaw joint	Y	A2	51.5906	"$2,760.82"	
21243		Reconstruction of jaw joint	Y	J8	238.8962	"$12,784.29"	
21244		Reconstruction of lower jaw	Y	J8	70.5073	"$3,773.13"	
21245		Reconstruction of jaw	Y	J8	64.9731	"$3,476.97"	
21246		Reconstruction of jaw	Y	J8	64.9731	"$3,476.97"	
21248		Reconstruction of jaw	Y	A2	51.5906	"$2,760.82"	
21249		Reconstruction of jaw	Y	J8	64.5586	"$3,454.79"	
21260		Revise eye sockets	Y	G2	51.5906	"$2,760.82"	
21267		Revise eye sockets	Y	J8	85.6596	"$4,583.99"	
21270		Augmentation cheek bone	Y	J8	84.4811	"$4,520.92"	
21275		Revision orbitofacial bones	Y	G2	51.5906	"$2,760.82"	
21280		Revision of eyelid	Y	A2	24.6457	"$1,318.89"	
21282		Revision of eyelid	Y	A2	24.6457	"$1,318.89"	
21295		Revision of jaw muscle/bone	Y	A2	12.4609	$666.83	
21296		Revision of jaw muscle/bone	Y	A2	24.6457	"$1,318.89"	
21315		Clsd tx nsl fx mnpj wo stblj	Y	A2	12.4609	$666.83	
21320		Clsd tx nsl fx w/mnpj&stablj	Y	A2	24.6457	"$1,318.89"	
21325		Open tx nose fx uncomplicatd	Y	A2	24.6457	"$1,318.89"	
21330		Open tx nose fx w/skele fixj	Y	A2	51.5906	"$2,760.82"	
21335		Open tx nose & septal fx	Y	A2	24.6457	"$1,318.89"	
21336		Open tx septal fx w/wo stabj	Y	A2	28.3836	"$1,518.92"	
21337		Closed tx septal&nose fx	Y	A2	24.6457	"$1,318.89"	
21338		Open nasoethmoid fx w/o fixj	Y	A2	51.5906	"$2,760.82"	
21339		Open nasoethmoid fx w/ fixj	Y	A2	51.5906	"$2,760.82"	
21340		Perq tx nasoethmoid fx	Y	A2	24.6457	"$1,318.89"	
21345		Closed tx nose/jaw fx	Y	A2	12.4609	$666.83	
21355		Perq tx malar fracture	Y	J8	31.2677	"$1,673.26"	
21356		Opn tx dprsd zygomatic arch	Y	A2	51.5906	"$2,760.82"	
21360		Opn tx dprsd malar fracture	Y	G2	51.5906	"$2,760.82"	
21365		Opn tx complx malar fx	Y	J8	64.9731	"$3,476.97"	
21390		Opn tx orbit periorbtl implt	Y	G2	51.5906	"$2,760.82"	
21400		Closed tx orbit w/o manipulj	Y	A2	5.3334	$285.41	
21401		Closed tx orbit w/manipulj	Y	J8	15.7194	$841.21	
21406		Opn tx orbit fx w/o implant	Y	G2	51.5906	"$2,760.82"	
21407		Opn tx orbit fx w/implant	Y	G2	51.5906	"$2,760.82"	
21421		Treat mouth roof fracture	Y	A2	24.6457	"$1,318.89"	
21440		Treat dental ridge fracture	Y	P3		$622.79	
21445		Treat dental ridge fracture	Y	J8	65.2106	"$3,489.68"	
21450		Treat lower jaw fracture	Y	G2	5.3334	$285.41	
21451		Treat lower jaw fracture	Y	A2	12.4609	$666.83	
21452		Treat lower jaw fracture	Y	J8	65.6292	"$3,512.08"	
21453		Treat lower jaw fracture	Y	J8	66.1646	"$3,540.73"	
21454		Treat lower jaw fracture	Y	J8	65.2839	"$3,493.60"	
21461		Treat lower jaw fracture	Y	J8	65.3962	"$3,499.61"	
21462		Treat lower jaw fracture	Y	J8	68.6512	"$3,673.80"	
21465		Treat lower jaw fracture	Y	A2	51.5906	"$2,760.82"	
21480		Reset dislocated jaw	Y	A2	2.2859	$122.33	
21485		Reset dislocated jaw	Y	A2	12.4609	$666.83	
21490		Repair dislocated jaw	Y	A2	24.6457	"$1,318.89"	
21497		Interdental wiring	Y	A2	12.4609	$666.83	
21501		Drain neck/chest lesion	Y	A2	21.6231	"$1,157.14"	
21502		Drain chest lesion	Y	A2	28.3836	"$1,518.92"	
21550		Biopsy of neck/chest	Y	G2	12.7612	$682.90	
21552		Exc neck les sc 3 cm/>	Y	G2	21.6231	"$1,157.14"	
21554		Exc neck tum deep 5 cm/>	Y	G2	21.6231	"$1,157.14"	
21555		Exc neck les sc < 3 cm	Y	G2	12.7612	$682.90	
21556		Exc neck tum deep < 5 cm	Y	G2	21.6231	"$1,157.14"	
21557		Resect neck thorax tumor<5cm	Y	G2	21.6231	"$1,157.14"	
21558		Resect neck tumor 5 cm/>	Y	G2	21.6231	"$1,157.14"	
21600		Partial removal of rib	Y	A2	63.4025	"$3,392.92"	
21610		Partial removal of rib	Y	A2	28.3836	"$1,518.92"	
21685		Hyoid myotomy & suspension	Y	J8	67.982	"$3,637.99"	
21700		Revision of neck muscle	Y	A2	63.4025	"$3,392.92"	
21720		Revision of neck muscle	Y	A2	28.3836	"$1,518.92"	
21725		Revision of neck muscle	Y	A2	6.8201	$364.97	
21820		Treat sternum fracture	Y	A2	2.2859	$122.33	
21920		Biopsy soft tissue of back	Y	P3		$173.54	
21925		Biopsy soft tissue of back	Y	A2	12.7612	$682.90	
21930		Exc back les sc < 3 cm	Y	G2	12.7612	$682.90	
21931		Exc back les sc 3 cm/>	Y	G2	12.7612	$682.90	
21932		Exc back tum deep < 5 cm	Y	G2	21.6231	"$1,157.14"	
21933		Exc back tum deep 5 cm/>	Y	G2	21.6231	"$1,157.14"	
21935		Resect back tum < 5 cm	Y	G2	21.6231	"$1,157.14"	
21936		Resect back tum 5 cm/>	Y	G2	21.6231	"$1,157.14"	
22102		Remove part lumbar vertebra	Y	G2	63.4025	"$3,392.92"	
22103		Remove extra spine segment	N	N1			
22310		Closed tx vert fx w/o manj	Y	A2	2.2859	$122.33	
22315		Closed tx vert fx w/manj	Y	A2	28.3836	"$1,518.92"	
22505		Manipulation of spine	Y	A2	15.3049	$819.03	
22510		Perq cervicothoracic inject	Y	G2	28.3836	"$1,518.92"	
22511		Perq lumbosacral injection	Y	G2	28.3836	"$1,518.92"	
22512		Vertebroplasty addl inject	N	N1			
22513		Perq vertebral augmentation	Y	G2	63.4025	"$3,392.92"	
22514		Perq vertebral augmentation	Y	G2	63.4025	"$3,392.92"	
22515		Perq vertebral augmentation	N	N1			
22551		Arthrd ant ntrbdy cervical	Y	J8	165.6458	"$8,864.37"	
22552		Arthrd ant ntrbd cervical ea	N	N1			
22554		Arthrd ant ntrbd min dsc crv	Y	J8	162.2712	"$8,683.78"	
22585		Arthrd ant ntrbd min dsc ea	N	N1			
22612		Arthrd pst tq 1ntrspc lumbar	Y	J8	252.6776	"$13,521.79"	
22614		Arthrd pst tq 1ntrspc ea add	N	N1			
22840		Insert spine fixation device	N	N1			
22842		Insert spine fixation device	N	N1			
22845		Insert spine fixation device	N	N1			
22853		Insj biomechanical device	N	N1			
22854		Insj biomechanical device	N	N1			
22856		Tot disc arthrp 1ntrspc crv	Y	J8	246.4396	"$13,187.97"	
22858		Tot disc arthrp 2nd lvl crv	N	N1			
22859		Insj biomechanical device	N	N1			
22867		Insj stablj dev w/dcmprn	Y	J8	262.9484	"$14,071.42"	
22868		Insj stablj dev w/dcmprn	N	N1			
22869		Insj stablj dev w/o dcmprn	Y	J8	196.2402	"$10,501.60"	
22870		Insj stablj dev w/o dcmprn	N	N1			
22900		Exc abdl tum deep < 5 cm	Y	G2	21.6231	"$1,157.14"	
22901		Exc abdl tum deep 5 cm/>	Y	G2	21.6231	"$1,157.14"	
22902		Exc abd les sc < 3 cm	Y	G2	12.7612	$682.90	
22903		Exc abd les sc 3 cm/>	Y	G2	21.6231	"$1,157.14"	
22904		Radical resect abd tumor<5cm	Y	G2	21.6231	"$1,157.14"	
22905		Rad resect abd tumor 5 cm/>	Y	G2	21.6231	"$1,157.14"	
23000		Removal of calcium deposits	Y	A2	21.6231	"$1,157.14"	
23020		Release shoulder joint	Y	A2	28.3836	"$1,518.92"	
23030		Drain shoulder lesion	Y	A2	21.6231	"$1,157.14"	
23031		Drain shoulder bursa	Y	A2	21.6231	"$1,157.14"	
23035		Drain shoulder bone lesion	Y	A2	15.3049	$819.03	
23040		Exploratory shoulder surgery	Y	A2	28.3836	"$1,518.92"	
23044		Exploratory shoulder surgery	Y	A2	28.3836	"$1,518.92"	
23065		Biopsy shoulder tissues	Y	P3		$136.22	
23066		Biopsy shoulder tissues	Y	A2	21.6231	"$1,157.14"	
23071		Exc shoulder les sc 3 cm/>	Y	G2	12.7612	$682.90	
23073		Exc shoulder tum deep 5 cm/>	Y	G2	21.6231	"$1,157.14"	
23075		Exc shoulder les sc < 3 cm	Y	G2	12.7612	$682.90	
23076		Exc shoulder tum deep < 5 cm	Y	G2	21.6231	"$1,157.14"	
23077		Resect shoulder tumor < 5 cm	Y	R2	21.6231	"$1,157.14"	
23078		Resect shoulder tumor 5 cm/>	Y	G2	21.6231	"$1,157.14"	
23100		Biopsy of shoulder joint	Y	A2	28.3836	"$1,518.92"	
23101		Shoulder joint surgery	Y	A2	28.3836	"$1,518.92"	
23105		Remove shoulder joint lining	Y	A2	63.4025	"$3,392.92"	
23106		Incision of collarbone joint	Y	A2	28.3836	"$1,518.92"	
23107		Explore treat shoulder joint	Y	A2	63.4025	"$3,392.92"	
23120		Partial removal collar bone	Y	A2	28.3836	"$1,518.92"	
23125		Removal of collar bone	Y	A2	28.3836	"$1,518.92"	
23130		Remove shoulder bone part	Y	A2	28.3836	"$1,518.92"	
23140		Removal of bone lesion	Y	A2	28.3836	"$1,518.92"	
23145		Removal of bone lesion	Y	A2	28.3836	"$1,518.92"	
23146		Removal of bone lesion	Y	A2	63.4025	"$3,392.92"	
23150		Removal of humerus lesion	Y	A2	28.3836	"$1,518.92"	
23155		Removal of humerus lesion	Y	A2	63.4025	"$3,392.92"	
23156		Removal of humerus lesion	Y	A2	63.4025	"$3,392.92"	
23170		Remove collar bone lesion	Y	J8	38.9692	"$2,085.40"	
23172		Remove shoulder blade lesion	Y	A2	28.3836	"$1,518.92"	
23174		Remove humerus lesion	Y	A2	63.4025	"$3,392.92"	
23180		Remove collar bone lesion	Y	A2	63.4025	"$3,392.92"	
